Uniprot_Id,Gene_Symbol,Description,Group_ID,Set8 Peptides,Collapsed,Parsimony,SUM190PT,SUM44PE,UACC893,ZR-75-1 (repeat),ZR-75-30 (repeat),COV362,OVCAR3,OVCAR8,SKOV3,Old Bridge8,New Bridge8,Uniprot_Id_prefix
Q14004,CDK13,CDK13_HUMAN Cyclin-dependent kinase 13,7,97,C,UR,161.40526510143232,211.80223838123214,217.30392019468425,198.3064656705611,142.00690878290104,185.46567775098939,136.88876146649807,124.87662574276338,133.76737946283183,172.07525773195874,175.11542176657557,Q14004
Q14004-2,CDK13,CDK13_HUMAN Isoform 2 of Cyclin-dependent kinase 13,7,1,C,UR,140.78804296438815,217.80288261010358,163.1073891563808,185.81309904887155,126.03521902116196,165.03959599667922,99.96965372026246,111.35327437475698,90.92839092241374,153.668,177.0324126945539,Q14004
P07947,YES1,YES_HUMAN Tyrosine-protein kinase Yes,7,70,C,UR,118.18807344901694,96.24329642780056,119.33755135034112,155.50494482350672,113.29553516276225,85.39116125135345,214.17726149309993,105.28296252440111,157.88317199100095,126.98914285714285,130.03018447847307,P07947
P12931-2,SRC,SRC_HUMAN Isoform 2 of Proto-oncogene tyrosine-protein kinase Src,7,26,C,UR,26.181543971766562,24.47705890349274,97.91083941452905,221.66799423262418,105.10599869871112,70.40745488841816,127.35489552702454,171.35034169157277,135.32234385577473,168.285,153.62240253248493,P12931
P50750-2,CDK9,CDK9_HUMAN Isoform 2 of Cyclin-dependent kinase 9,7,39,C,UR,171.60155720021388,166.12520468488935,163.90668416646977,141.12835222101816,106.04376493624595,171.28034365963123,175.41812065035208,138.2087865970719,144.4824468104896,174.14923076923077,139.91691055955133,P50750
P07948,LYN,LYN_HUMAN Tyrosine-protein kinase Lyn,7,26,C,UR,318.87633279699946,16.475939138843913,35.71875350574533,57.59438145428963,17.41138985272818,270.5324715577648,97.17951559081051,470.37187374163483,284.6341420483124,255.61653846153845,256.31030797141364,P07948
Q04912,MST1R,RON_HUMAN Macrophage-stimulating protein receptor,7,39,C,UR,161.16930231589595,189.8387196304288,111.29883283273949,151.33276939410675,68.87056106609418,51.84732726534677,47.342030988001355,42.774376561854695,113.42504419578533,76.3248717948718,99.45915501825651,Q04912
Q00534,CDK6,CDK6_HUMAN Cyclin-dependent kinase 6,7,55,C,UR,47.48175899232285,45.67525299206345,60.81842105033463,35.28638728927405,81.47604526405848,605.3448842377708,320.7305508993009,298.1529682153788,282.9924031340865,116.75254545454546,138.61741024292618,Q00534
P22455,FGFR4,FGFR4_HUMAN Fibroblast growth factor receptor 4,7,15,C,UR,50.86416814930285,557.3380868440947,214.329480825406,182.43314557520958,126.2866401580159,42.29160710497986,90.54115766170287,75.60119331936636,49.450432886843835,74.09066666666666,47.59873916884493,P22455
Q00536-2,CDK16,CDK16_HUMAN Isoform 2 of Cyclin-dependent kinase 16,7,27,C,UR,103.13958710575726,205.4798761944911,178.77279513037786,196.65201448814946,140.52732862797617,170.80737261094157,116.41242552183265,147.04174607219343,181.65213926689597,136.94481481481483,131.24633546915777,Q00536
P08581,MET,MET_HUMAN Hepatocyte growth factor receptor,7,108,C,UR,60.01535227789245,41.758014532955656,54.101551009763575,37.040776982965475,30.80964748001769,615.1980487956697,188.94352593023635,162.03691651446647,324.20801909739157,259.8212962962963,263.41150053028156,P08581
P06493,CDK1,CDK1_HUMAN Cyclin-dependent kinase 1,7,112,C,UR,81.8118758235664,168.4380742380736,167.1591347102226,228.19110915031885,140.6248433645309,297.51194531765606,250.16459780725114,296.37954904649314,275.46728079471904,206.99285714285716,226.18194790628667,P06493
Q13188,STK3,STK3_HUMAN Serine/threonine-protein kinase 3,7,62,C,UR,161.87576926435116,187.8235347664327,303.24301768062656,195.87086598778058,119.61610027180669,133.18325381772124,193.66579523672462,289.05327054329683,270.38331857601446,212.32419354838711,202.69250538345554,Q13188
Q13043,STK4,STK4_HUMAN Serine/threonine-protein kinase 4,7,24,C,UR,61.61354681653971,113.42941556150916,157.1588517280914,197.9484145753899,133.34735469202235,211.26102123264903,209.58915083128204,396.5238447875495,363.752182273316,204.50875,193.87187764062932,Q13043
P11802,CDK4,CDK4_HUMAN Cyclin-dependent kinase 4,7,58,C,UR,48.41133691255898,84.71656078620988,67.5175407808059,246.2046168169389,108.09136859924327,329.87825414247646,253.49301492291025,324.74552099702174,119.93437323586372,134.57689655172413,114.64216279841182,P11802
P11362-21,FGFR1,FGFR1_HUMAN Isoform 21 of Fibroblast growth factor receptor 1,7,20,C,UR,57.39988652244332,390.14286703770557,46.439119286481166,159.97830722146963,63.41147937753872,122.48246638983288,302.6400861308545,432.1160818647003,251.70963364348015,129.75150000000002,145.93223291332407,P11362
Q00535,CDK5,CDK5_HUMAN Cyclin-dependent kinase 5,7,32,C,UR,166.6536510404743,306.9771530621809,233.80577291201007,165.9555238704356,137.1012361597515,157.92301849893713,130.6812673039737,203.91821760358013,90.30815435244835,106.3684375,108.5279285935924,Q00535
P08631,HCK,HCK_HUMAN Tyrosine-protein kinase HCK,7,1,C,UR,130.6247422030641,3.6523441636120983,12.136582061945921,22.43190569354538,2.2335926009104865,125.00084519599729,54.3013274401609,181.53556158954765,124.33210478183739,108.982,97.04477366299668,P08631
P21802-11,FGFR2,FGFR2_HUMAN Isoform 11 of Fibroblast growth factor receptor 2,7,2,C,UR,80.23752302124576,495.20981083441376,253.54780935559202,243.67972876628477,159.2395472475594,100.11883367012842,171.9650778867543,161.8215275319277,115.73836409878685,124.48,140.8103364051595,P21802
Q00537,CDK17,CDK17_HUMAN Cyclin-dependent kinase 17,7,16,C,UR,115.75662453955181,178.9285039708554,130.2207261496395,126.21175125340436,121.00906291014348,148.85791433365176,113.0089065855669,176.71757716418583,235.81876697064962,151.2,137.98286412463423,Q00537
Q07002-3,CDK18,CDK18_HUMAN Isoform 3 of Cyclin-dependent kinase 18,7,1,C,UR,67.04244415527101,38.96538575884763,53.910742892749376,45.4748378286276,55.528328295307546,36.44367824944894,74.50238628113213,51.60303504836013,35.08285668204132,47.8849,46.71899155692385,Q07002
P41240,CSK,CSK_HUMAN Tyrosine-protein kinase CSK,7,52,C,UR,205.5877325101754,243.31327338123208,227.6462758942365,285.98332874686037,239.50659684945217,192.72711199271313,111.0437952234384,247.7212726699492,176.2481621465264,227.82884615384617,247.43870481697763,P41240
P42685,FRK,FRK_HUMAN Tyrosine-protein kinase FRK,7,26,C,UR,116.60214955336227,419.5019539588191,244.35166996422225,187.5975516970022,85.2543780061369,53.758487008810796,53.68221061177866,43.881707001411264,48.17651953450066,88.57423076923077,76.44011393845545,P42685
P36578,RPL4,RL4_HUMAN 60S ribosomal protein L4,8,204,C,UR,249.87284774204258,202.2946928662496,180.13371959787816,222.24291929443456,189.4689133853379,124.46917943830069,266.0515733407403,248.91089447064388,191.7869516899476,266.2754901960784,261.42599746315807,P36578
Q6SPF0,SAMD1,SAMD1_HUMAN Atherin,9,21,C,UR,114.96185508929581,122.99069167267007,76.08723247712405,109.49274786559562,87.86140033525615,140.13509286694347,116.06362284366314,134.63323222339207,171.28423368431956,147.44619047619048,133.64012274139193,Q6SPF0
O60779,SLC19A2,S19A2_HUMAN Thiamine transporter 1,10,1,C,UR,481.9863144697423,239.98700493268748,132.30341100745736,141.27633946005724,104.27100584683109,87.74926367259998,108.12721922124865,40.672151709234264,98.7734074350144,107.896,146.84516587346513,O60779
O76031,CLPX,"CLPX_HUMAN ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",11,108,C,UR,276.63217403126214,181.6565675659204,238.01506845581994,171.5815672181951,186.00379027730992,167.70185622693197,194.66542593275366,196.09018252243115,142.64018667490484,177.65740740740742,187.36734226098793,O76031
Q9ULW3,ABT1,ABT1_HUMAN Activator of basal transcription 1,12,16,C,UR,135.36087702272008,120.51354314976916,93.6815427574621,121.95173951874204,95.53044243270465,183.675828941384,216.48064971751907,201.33783665374244,167.80774090486065,150.544375,219.5630220011484,Q9ULW3
Q8WUQ7-2,CACTIN,CATIN_HUMAN Isoform 2 of Cactin,13,44,C,UR,227.29030683016276,111.57260799912594,168.39327631965256,163.62950482876764,159.98781915706644,201.28230342102665,199.5305523223403,183.98672381232333,191.90157289081102,211.68772727272727,197.35648424458608,Q8WUQ7
P82914,MRPS15,"RT15_HUMAN 28S ribosomal protein S15, mitochondrial",14,26,C,UR,486.18961380177467,358.4346251458795,327.85365125021434,251.66597272001553,354.02217845619646,211.64735778214728,252.66642928526664,206.45555057651737,125.63694440897139,297.2734615384615,273.4818653941385,P82914
A6NIH7,UNC119B,U119B_HUMAN Protein unc-119 homolog B,15,21,C,UR,110.52763566370274,155.78953426664498,115.92175113860579,173.42388621305622,147.29881171348373,94.32273519600581,163.4154730546132,184.61718759473587,185.6219600814113,112.13619047619048,117.4725819240927,A6NIH7
Q9BTD8,RBM42,RBM42_HUMAN RNA-binding protein 42,16,47,C,UR,119.77432167354425,81.95114452519348,150.23411292899152,116.01912053891375,124.80235992925033,235.21121789727258,218.5755717194734,139.52238498904057,136.14402698610198,136.46914893617023,138.5822028334958,Q9BTD8
Q9P258,RCC2,RCC2_HUMAN Protein RCC2,17,169,C,UR,152.9487118226973,233.2775088471004,138.67008249105405,121.27653227373247,83.74466267649181,234.0042436681391,217.01725439696787,106.00101885973092,214.27893055679758,115.19171597633137,139.2480043479158,Q9P258
Q9H3U1,UNC45A,UN45A_HUMAN Protein unc-45 homolog A,18,160,C,UR,143.8421764605321,150.47473478744763,171.84846130719433,186.51454046565127,233.50258606720334,114.02531939528747,102.9115888846931,128.9439216709907,144.64360840241957,166.048125,142.96066635763307,Q9H3U1
Q9P2E5,CHPF2,CHPF2_HUMAN Chondroitin sulfate glucuronyltransferase,19,21,C,UR,86.11105719039169,123.0462319768964,103.20690184940315,98.77374566566196,79.13015748675393,188.5778740041738,88.82313453946351,136.73214700631786,88.91509649076193,128.40047619047618,125.84185381034347,Q9P2E5
Q9BRZ2,TRIM56,TRI56_HUMAN E3 ubiquitin-protein ligase TRIM56,20,50,C,UR,224.62127029847633,141.1499559157553,138.5698653154473,121.30401385048044,122.64030137906038,195.2531972359879,135.5910129589165,113.26997599635662,113.98164385700872,161.38479999999998,175.9028344955273,Q9BRZ2
Q9HC84,MUC5B,MUC5B_HUMAN Mucin-5B,20,40,C,UR,167.01972694160654,258.9735725798681,167.2168407207487,341.6007937144213,118.04693136089824,48.39607154692947,35.51125036314319,33.687691407587266,37.63729735900223,99.08,97.38405018361424,Q9HC84
P98088,MUC5AC,MUC5A_HUMAN Mucin-5AC (Fragments),20,35,C,UR,24.99607755536865,24.72660458684169,48.03818060703749,30.99105558712945,1098.4956612754636,27.30294940950766,64.57832441538122,27.213635569284428,29.665196784750567,51.85057142857143,54.48318264773831,P98088
Q02817,MUC2,MUC2_HUMAN Mucin-2,20,185,C,UR,30.583408735862232,25.270298581679697,48.382773772497394,15.91057150739117,1638.9374578097743,24.94691549293114,83.59848473839344,21.405910217532234,25.218344352447982,18.931135135135136,21.510543727569672,Q02817
E7EUV1,MUC2,E7EUV1_HUMAN Mucin-2,20,2,C,UR,18.871464137865875,20.56359636988099,67.71368586247824,4.9362969293622525,2267.1160003438486,25.58038676779731,86.58796073477131,21.67031043368346,25.716812376138165,21.2817,20.983250186183014,E7EUV1
Q15834,CCDC85B,CC85B_HUMAN Coiled-coil domain-containing protein 85B,20,8,C,UR,30.74388295611916,61.98288397704637,56.61353342043703,87.69337731789463,67.84212308014898,99.45924003207837,59.554891472919074,90.11545947199969,90.66656713274722,79.875125,79.08445510716601,Q15834
O60518,RANBP6,RNBP6_HUMAN Ran-binding protein 6,21,48,C,UR,140.58519791629075,99.50771602450752,269.20817579249945,87.9134681220416,284.04747543493846,108.84805612572099,274.49665543259954,190.82764942282614,132.65568550518006,154.20833333333334,154.82199318661836,O60518
O00410-3,IPO5,IPO5_HUMAN Isoform 3 of Importin-5,21,321,C,UR,107.42784160683567,97.23053378814033,108.30253418684126,111.12793333726312,146.82359541434138,180.7407788855369,127.47392109674061,412.48236765880307,209.72296540227634,153.63177570093458,144.78895880504206,O00410
Q99523,SORT1,SORT_HUMAN Sortilin,22,48,C,UR,294.8531006145975,389.1388104369905,90.62068966782243,225.8479299918146,144.031009449807,84.68082777074206,245.43733671380738,197.64606043831552,139.29846467819272,181.739375,206.83679363707728,Q99523
Q9Y2U8,LEMD3,MAN1_HUMAN Inner nuclear membrane protein Man1,23,142,C,UR,156.89656246017472,190.86168263496262,147.19487598671506,189.8291469269716,117.98341180545036,148.8709585221068,147.50473245280529,103.77513967130413,134.1696863791772,126.30563380281691,124.83037637759038,Q9Y2U8
O00458,IFRD1,IFRD1_HUMAN Interferon-related developmental regulator 1,24,15,C,UR,236.52988719748842,174.48541975737143,139.81312996376397,65.97287201932127,47.12734033619965,215.51372153417785,129.12292998969343,125.52752191090623,150.87242868251084,129.12133333333333,153.29212512179035,O00458
Q8NFZ5,TNIP2,TNIP2_HUMAN TNFAIP3-interacting protein 2,25,4,C,UR,79.40416087594531,248.8659505723856,151.8995277039212,158.5634004247384,439.06290348516046,169.28055203370243,173.90955915410177,159.11266869517235,518.1916411039347,175.57775,188.47707530828717,Q8NFZ5
Q9NYY3,PLK2,PLK2_HUMAN Serine/threonine-protein kinase PLK2,26,2,C,UR,127.9140873302047,37.760464335861634,52.04387547113444,34.314613437251744,69.40844886581291,177.15048580296622,156.27418378949258,249.13352056560632,105.0556472537381,65.21,74.69222480182944,Q9NYY3
Q96CC6,RHBDF1,RHDF1_HUMAN Inactive rhomboid protein 1,27,24,C,UR,135.53741162524832,152.63711245772652,108.58239868579925,175.4191670582527,250.33141278644234,60.884650091448314,46.5235709649761,35.32428831596445,64.13619559834767,61.0425,72.38973935599901,Q96CC6
P30044,PRDX5,"PRDX5_HUMAN Peroxiredoxin-5, mitochondrial",28,114,C,UR,270.2667932846228,288.42433983764016,683.6785815944124,183.0201277590412,292.2534417866144,265.0978808614731,132.64193472420675,151.93331642155496,134.2606892430045,171.24824561403508,203.4405745701472,P30044
Q15596,NCOA2,NCOA2_HUMAN Nuclear receptor coactivator 2,29,33,C,UR,104.91062558325812,140.38731388644808,166.22715399528553,115.88470750850699,229.11785343021515,122.78992164112002,177.49720552698034,137.29866922864798,93.79846157749,76.13030303030304,73.52319548953426,Q15596
Q9Y6Q9,NCOA3,NCOA3_HUMAN Nuclear receptor coactivator 3,29,45,C,UR,95.8777532444057,89.9465885303686,200.3692332913062,151.43246417905362,189.13448518853437,168.44225551098276,177.75561446353652,190.88421308232364,159.7520943271162,199.0637777777778,199.5870294250445,Q9Y6Q9
Q9UPT8,ZC3H4,ZC3H4_HUMAN Zinc finger CCCH domain-containing protein 4,30,67,C,UR,171.639364884673,185.97020250841317,161.2048366544365,171.11480671834806,190.12178343439015,174.83025811759768,177.3726791475751,142.09054122734668,144.29689431825932,151.37014925373134,160.00164546560072,Q9UPT8
Q68DK7,MSL1,MSL1_HUMAN Male-specific lethal 1 homolog,31,58,C,UR,56.1185122171689,55.168995944416125,591.5662942095205,94.71764320364228,95.72118172120939,77.41741688704155,69.88503050438283,86.45484737315724,108.37660492573401,93.49465517241379,100.68496267303047,Q68DK7
Q96L91,EP400,EP400_HUMAN E1A-binding protein p400,32,123,C,UR,115.30392341118755,157.72079330800898,157.72772095764685,135.88735982592908,121.01826974958207,169.98421779902642,195.89248562810607,183.54593145526675,176.90937903412603,192.66341463414633,190.31274535750248,Q96L91
P52701,MSH6,MSH6_HUMAN DNA mismatch repair protein Msh6,33,236,C,UR,72.6612798947659,134.68888660255942,243.93898588416292,146.10710178997795,101.00611747892526,288.08585631941924,169.51475828155782,172.83902591401267,174.97912149329463,152.17161016949152,137.19527286005336,P52701
P20585,MSH3,MSH3_HUMAN DNA mismatch repair protein Msh3,33,80,C,UR,116.63581778358558,202.36377355495202,101.49890030471232,160.02588029314987,120.11160975711196,116.60356841942082,197.75341613054374,159.4080787027531,130.1361206416575,115.94324999999999,116.82392976449914,P20585
Q6XQN6,NAPRT1,PNCB_HUMAN Nicotinate phosphoribosyltransferase,34,113,C,UR,28.182926106415845,173.85824224645276,288.2812806494068,72.42598824798135,70.97137934130265,39.358695075002935,45.687567504082196,97.2455128708296,104.36818648067364,114.62212389380531,96.83627524815908,Q6XQN6
H0YDS0,UBQLN1,H0YDS0_HUMAN Ubiquilin-1 (Fragment),35,1,C,UR,13.276963762378244,17.920858761053978,16.77991883246671,43.20439991316346,20.486045303284495,50.620128872178796,17.063992743274188,76.87648171760968,68.61732932297093,20.1335,19.576366081382822,H0YDS0
Q9NRR5,UBQLN4,UBQL4_HUMAN Ubiquilin-4,35,80,C,UR,53.40239624403898,134.86682651869452,139.1123778935101,146.52506077510674,141.4858499177505,99.74595327207457,134.51035782149557,65.97587790426084,68.79522149039445,70.163375,67.5453250927559,Q9NRR5
Q9UMX0,UBQLN1,UBQL1_HUMAN Ubiquilin-1,35,77,C,UR,52.762374539708006,83.13855469727473,62.253328534223975,86.54741419205438,84.06836805375643,74.22680213391288,60.132035418053114,92.4507645488891,81.75880493481752,65.44337662337662,61.36968766976865,Q9UMX0
Q9UMX0-2,UBQLN1,UBQL1_HUMAN Isoform 2 of Ubiquilin-1,35,4,C,UR,88.33740587071064,43.36481223594524,37.08864579761204,74.56582343918866,60.36879542522376,31.24765819801984,23.337138662567035,70.6200542863694,52.59774537966497,47.7295,44.79845670551006,Q9UMX0
Q9UHD9,UBQLN2,UBQL2_HUMAN Ubiquilin-2,35,81,C,UR,119.39020080558619,202.77438587376955,195.46960663782556,225.89690037322467,232.91100312306222,154.91208111031725,168.11215080239424,191.61910364013494,248.13306384197648,176.05185185185186,187.21557241232844,Q9UHD9
A1X283,SH3PXD2B,SPD2B_HUMAN SH3 and PX domain-containing protein 2B,36,97,C,UR,490.2426110369231,268.1923780769187,192.5813443322117,102.37539626960047,62.785146426906316,92.87233820736347,180.7364642991131,271.14186017517,101.27494245885147,126.47319587628866,117.783123832771,A1X283
Q5TCZ1,SH3PXD2A,SPD2A_HUMAN SH3 and PX domain-containing protein 2A,36,17,C,UR,357.3405835785517,212.6325628548469,202.5201938115366,116.8852227607096,158.378701131026,263.7978070636346,140.81345053444554,295.1900978996267,191.43789333335363,197.22529411764705,181.60976205917765,Q5TCZ1
Q9NRL3,STRN4,STRN4_HUMAN Striatin-4,37,57,C,UR,93.54672221646017,131.69464311553324,133.43986217665042,239.323642264104,165.21024406210512,95.11653844189814,130.03209642546486,120.29799631754248,163.67886319305993,124.12315789473685,136.26057425124156,Q9NRL3
Q13033,STRN3,STRN3_HUMAN Striatin-3,37,64,C,UR,283.2902963300092,154.20751137507492,199.79588732628895,176.29155786447666,192.68337502951226,89.37433159429979,110.00929955834283,189.4237091174021,134.844833934984,113.545,113.07984029520641,Q13033
O43815,STRN,STRN_HUMAN Striatin,37,99,C,UR,125.83439963548433,197.43149884968471,223.02385768886205,159.83263614195238,151.83118828109977,163.398462687066,157.5068373317542,118.53236521520208,238.85369737443816,160.53333333333333,182.97031415675633,O43815
Q9BQE4,VIMP,SELS_HUMAN Selenoprotein S,38,27,C,UR,559.456261525134,425.00901486987783,205.9523697632241,125.00623277186153,146.48332449131235,97.54661280108554,72.85105474476968,167.04851145150167,127.61901315252355,164.68222222222224,150.07151917263104,Q9BQE4
Q8WWH5,TRUB1,TRUB1_HUMAN Probable tRNA pseudouridine synthase 1,39,37,C,UR,143.31701125034715,161.60650320368026,133.87251607273913,241.5593007415331,208.8950851189248,264.01741433771105,242.21191312704903,188.60153220237305,208.22308992013663,190.45837837837837,214.05584488014046,Q8WWH5
O95602,POLR1A,RPA1_HUMAN DNA-directed RNA polymerase I subunit RPA1,40,189,C,UR,111.91356162292873,181.88175773927426,87.96042130859338,121.1856163994542,105.76536611669955,252.42630960409335,186.29820256541706,180.30412602811663,155.6668363253873,197.75502645502644,188.53333989219928,O95602
O14802,POLR3A,RPC1_HUMAN DNA-directed RNA polymerase III subunit RPC1,40,110,C,UR,160.400512639501,219.08051342493889,154.39509911892551,196.39171531176763,186.075100059117,200.69323339503265,220.0034831135019,179.2314561354361,148.50322419958596,183.32909090909092,173.13756184172647,O14802
Q96D53,ADCK4,ADCK4_HUMAN Uncharacterized aarF domain-containing protein kinase 4,41,54,C,UR,153.64564651519638,188.51276618142091,99.37257068879285,253.0957117522537,207.68106574985737,87.30508462011866,148.61972587648347,54.64858772421537,114.52328697801836,139.3575925925926,114.96136850724295,Q96D53
O95159,ZFPL1,ZFPL1_HUMAN Zinc finger protein-like 1,42,34,C,UR,119.72790422227534,119.5936212678686,232.26269821392728,66.42578488273848,149.9077759632942,155.12731660799665,99.93104168031594,78.78878514558734,84.63804510400999,137.3120588235294,110.87286880066819,O95159
Q6P2E9,EDC4,EDC4_HUMAN Enhancer of mRNA-decapping protein 4,43,178,C,UR,127.88192545679898,133.41867720839403,102.67637680426749,244.84242897057274,76.54946700296716,159.14482433607614,136.4072983644112,175.647631531828,261.99926786184557,110.4870786516854,107.0228612288312,Q6P2E9
Q9UNF1,MAGED2,MAGD2_HUMAN Melanoma-associated antigen D2,44,143,C,UR,47.58172562819241,177.163878454755,601.3240234845289,123.19791417554663,475.14505428167524,118.56243871670159,100.09402601923965,76.19754589073442,84.59564868921086,92.62167832167832,103.9728030185218,Q9UNF1
Q9Y5V3-2,MAGED1,MAGD1_HUMAN Isoform 2 of Melanoma-associated antigen D1,44,44,C,UR,54.60844855131158,92.53460535169069,179.75700659289743,109.22249724218594,207.7826412417251,155.28586827470662,81.80872883537857,55.20856512364282,61.95985977683434,71.635,70.913299762875,Q9Y5V3
Q9NZQ3,NCKIPSD,SPN90_HUMAN NCK-interacting protein with SH3 domain,45,30,C,UR,94.28169937641941,60.7416791943063,163.56005990473986,108.3268466415915,136.3752183970193,90.65176503146455,163.40689883502708,143.90168483069456,87.35081296731475,92.93166666666666,99.26651257327968,Q9NZQ3
Q9NQP4,PFDN4,PFD4_HUMAN Prefoldin subunit 4,46,18,C,UR,53.979358853648165,134.89015939115046,225.86258473124545,206.18424848037324,172.67680395703215,292.89571585697837,236.81866044139554,230.54034677812882,203.27608874267534,203.79055555555556,182.7506154261317,Q9NQP4
O95551-2,TDP2,TYDP2_HUMAN Isoform 2 of Tyrosyl-DNA phosphodiesterase 2,47,18,C,UR,75.33614162893471,105.42118733037668,104.6604356529576,90.09549796046385,132.11465882686468,242.44303636770744,178.64241998365168,269.94532537553494,165.24217115735132,195.99555555555557,189.66422963863008,O95551
O15357,INPPL1,"SHIP2_HUMAN Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",48,136,C,UR,193.10843586375688,76.79010929753049,175.0527906617118,194.089368185505,105.37118921413527,215.6461724081293,143.66532069091957,203.96098614169588,205.27918800929743,114.76102941176471,114.0551235920962,O15357
Q6UW63,KDELC1,KDEL1_HUMAN KDEL motif-containing protein 1,48,31,C,UR,58.1509580264877,28.68169687774129,124.1434495613637,60.82202879999389,51.7215945072568,123.56745194801807,155.96149592380493,303.5855370452519,372.64491102748144,173.91096774193548,172.62351143244413,Q6UW63
Q9H9Y2,RPF1,RPF1_HUMAN Ribosome production factor 1,49,42,C,UR,139.3393922562785,118.24046702909428,83.64315681738078,121.38053903224133,113.88102210974944,173.78982682604584,226.25390527083314,225.87029776666176,150.61028894470863,221.61666666666665,229.43594499931552,Q9H9Y2
Q96P70,IPO9,IPO9_HUMAN Importin-9,50,123,C,UR,68.86058412859582,164.6021239077197,141.05142584162806,236.6616870083267,164.16836601543233,182.63763533637848,137.64030924372707,119.58763578539195,141.06177314992763,172.61869918699185,133.5704531248246,Q96P70
P21953,BCKDHB,"ODBB_HUMAN 2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",51,46,C,UR,259.0032734743936,344.78864796027483,224.3927104563947,221.4982215375545,207.5713984466004,91.91452137562536,188.85131223009543,128.53745610208932,109.19864979650518,121.615,121.40106973846493,P21953
P30260-2,CDC27,CDC27_HUMAN Isoform 2 of Cell division cycle protein 27 homolog,52,77,C,UR,77.83165487511404,77.27180317887087,75.23104270108335,110.45330704660302,80.0296072407133,159.7869853015394,195.29777584363856,255.20355460090803,203.75870872587228,144.21948051948053,162.62460789073114,P30260
O15042,U2SURP,SR140_HUMAN U2 snRNP-associated SURP motif-containing protein,53,162,C,UR,132.12684546206953,125.25838927254833,166.64003562141806,151.77300759977476,149.78717413525374,159.39608290465787,178.56436711080673,161.80646149578118,149.40647253954512,175.87962962962962,181.7027192620475,O15042
O15042-2,U2SURP,SR140_HUMAN Isoform 2 of U2 snRNP-associated SURP motif-containing protein,53,4,C,UR,51.717084896729524,56.008167596405926,63.20828053175157,65.98672571601936,65.71428427698287,80.06192768538901,80.99172897964925,64.93366630424005,75.8615291392842,50.1895,104.26329225743669,O15042
