Uniprot_Id,Gene_Symbol,Description,Group_ID,Set7 Peptides,Collapsed,Parsimony,MCF12A,MGH312,MGH358,SUM185PE,184A-1,184B5,MCF10A (repeat 4),HCC1569,AU-565,MCF10A (repeat 5),Bridge7,Uniprot_Id_prefix
Q00534,CDK6,CDK6_HUMAN Cyclin-dependent kinase 6,6,14,C,UR,225.91004367673978,27.782937309616845,31.81507330660535,256.79341303247384,77.68117856563424,132.33732266163028,72.39702850368812,74.74917847331848,68.28620880101617,107.76644593048293,169.71071428571426,Q00534
P22455,FGFR4,FGFR4_HUMAN Fibroblast growth factor receptor 4,6,5,C,UR,26.738379043240464,156.8832323664211,264.71599112915675,84.83615214292365,50.26929640824224,68.54949656644794,36.89782280641458,246.11229632244485,89.60951073229842,82.50744012621543,58.93340000000002,P22455
P08581,MET,MET_HUMAN Hepatocyte growth factor receptor,6,95,C,UR,342.88171417916107,18.913151130681428,34.61783523867868,14.827324950396354,310.4443941919184,213.11997772656005,203.53834715052227,66.99009233775145,55.455696388207016,154.87434945682037,100.05431578947368,P08581
P06493,CDK1,CDK1_HUMAN Cyclin-dependent kinase 1,6,58,C,UR,122.79026248286854,236.7262401419191,71.64685591718528,96.44748257901792,65.724357958596,45.70956470864864,102.28122199551343,157.29903056668397,165.991050288361,151.61559063863928,211.0896551724138,P06493
Q13188,STK3,STK3_HUMAN Serine/threonine-protein kinase 3,6,39,C,UR,239.99044556801846,143.6524733953922,87.1773154071948,104.93944793070149,122.47660205356426,129.54780831828643,90.21924495420016,223.53002889870424,124.800275910497,91.21449969077308,119.50846153846153,Q13188
Q13043,STK4,STK4_HUMAN Serine/threonine-protein kinase 4,6,18,C,UR,118.96234303318045,83.70218623994758,81.56285246099556,224.75558904237045,168.28735414827176,111.64936141234246,111.30696696981995,227.79682776419145,115.64747461670417,126.62469464681399,146.77166666666665,Q13043
P11802,CDK4,CDK4_HUMAN Cyclin-dependent kinase 4,6,27,C,UR,53.22792902738172,310.9909156200165,151.1396043594751,122.1449284943336,98.02702712676832,54.5411644820811,43.70583939942326,280.3203762487405,95.56993973494086,73.384679077617,132.73962962962963,P11802
Q00537,CDK17,CDK17_HUMAN Cyclin-dependent kinase 17,6,13,C,UR,181.37529328529044,57.335239533032414,169.04815966765,153.46625527354783,105.56490185424019,88.5143623972699,176.72231250455152,78.96787604625547,106.16571976351008,167.11462129417885,91.50461538461538,Q00537
P22607-2,FGFR3,FGFR3_HUMAN Isoform 2 of Fibroblast growth factor receptor 3,6,6,C,UR,36.47471883058184,25.471795500897574,52.13930312984778,595.4250418941235,43.75590192320809,71.54938343748145,51.11909157650638,36.29852419685752,21.5903700805852,39.10486614829621,28.73483333333334,P22607
P42685,FRK,FRK_HUMAN Tyrosine-protein kinase FRK,6,18,C,UR,212.0493154960553,41.660171002608145,107.79172249325093,78.79787180033216,62.01805359354743,123.69657313695461,81.34391893649853,54.84443229840398,162.3448482115564,60.286202338432105,60.93388888888889,P42685
P21802-11,FGFR2,FGFR2_HUMAN Isoform 11 of Fibroblast growth factor receptor 2,6,3,C,UR,44.777162839689076,198.3035841796345,66.42327335578892,424.27521426187667,120.98120990885664,123.15922627496101,64.13005835556515,302.0518236332925,85.72250029403507,45.740599258840284,72.148,P21802
Q00536-2,CDK16,CDK16_HUMAN Isoform 2 of Cyclin-dependent kinase 16,6,21,C,UR,64.82878641159043,130.71385655339833,149.71607220613055,121.97085339108128,60.045403369879935,95.81079767530795,62.80128023107516,97.00810913836457,116.12252668346667,65.30907328889987,79.75142857142858,Q00536
Q07002-3,CDK18,CDK18_HUMAN Isoform 3 of Cyclin-dependent kinase 18,6,4,C,UR,110.82492616401053,72.05807472431262,58.44477620694877,238.14463236682369,147.8325093804637,93.6130179616191,146.3700706326073,368.8064956826275,340.88911526710535,110.25648458246613,94.658,Q07002
Q00535,CDK5,CDK5_HUMAN Cyclin-dependent kinase 5,6,21,C,UR,80.89964562805075,208.9667964538566,91.18684142269122,117.73971999858699,50.52004503047417,66.47298658588923,71.41309503375962,201.72827984360615,178.86279566484453,62.32577524263869,95.14142857142858,Q00535
P41240,CSK,CSK_HUMAN Tyrosine-protein kinase CSK,6,30,C,UR,100.41172369046434,124.13565515449152,152.17313802097317,140.12723470341533,75.5115851222466,79.77202699825988,81.26845703875927,194.61353352999234,212.69675780347947,79.82166184295293,171.17466666666667,P41240
P06241,FYN,FYN_HUMAN Tyrosine-protein kinase Fyn,6,1,C,UR,33.993659979380425,15.518340255142641,35.233148851971734,34.48073969442045,245.61789985070894,432.52487842331044,65.24752217824673,60.96528128611613,23.106141218684723,46.68903010324366,97.4527,P06241
O15111,CHUK,IKKA_HUMAN Inhibitor of nuclear factor kappa-B kinase subunit alpha,6,18,C,UR,159.42902245416963,144.94384507707662,187.97796201006332,280.1121144177483,80.8014265351823,93.04082224455898,78.72412225657698,92.9491203936252,122.54732547667955,107.98734215059284,147.24444444444444,O15111
O14920,IKBKB,IKKB_HUMAN Inhibitor of nuclear factor kappa-B kinase subunit beta,6,22,C,UR,84.43564109493497,160.5314871847206,180.81456883505948,328.01938292152175,84.70333988443001,81.97094546800035,95.35846217504903,94.97714242768603,90.00798774551568,98.79991008721255,125.96772727272727,O14920
P36578,RPL4,RL4_HUMAN 60S ribosomal protein L4,7,114,C,UR,246.82246419926526,206.37197716113934,122.84721259187381,148.01776331128525,126.1010379024983,177.62857840532325,238.35661438733996,194.975444645697,169.74281864080268,198.9795173036624,207.24561403508773,P36578
Q6SPF0,SAMD1,SAMD1_HUMAN Atherin,8,21,C,UR,91.50781487413019,90.85735947767871,73.52619446132212,50.215071825887925,55.37084861724641,62.652460032742965,76.6671892892492,133.85047713568224,33.5227199661525,79.17837154791152,53.09095238095239,Q6SPF0
O60779,SLC19A2,S19A2_HUMAN Thiamine transporter 1,9,1,C,UR,83.38003787706769,53.96294550049453,43.15917068696512,30.822047807956032,48.41961935286608,69.0612126576184,51.25676613259423,60.467789640295265,29.81064979173627,71.00137436455718,42.1833,O60779
O76031,CLPX,"CLPX_HUMAN ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",10,109,C,UR,147.87370590938218,97.75556001020047,138.84771281986733,76.8878490034293,107.5543476220433,140.1720165332124,182.37162389614176,124.92076633605055,99.2336932829646,169.34998777439637,89.13880733944953,O76031
Q8WUQ7-2,CACTIN,CATIN_HUMAN Isoform 2 of Cactin,11,26,C,UR,168.89208437342398,93.14831615819365,111.03237300411243,96.17524859374286,158.24658475734753,145.0352275302355,134.6631178093119,135.72997421141773,73.8588383093444,148.232637046356,101.97153846153847,Q8WUQ7
P82914,MRPS15,"RT15_HUMAN 28S ribosomal protein S15, mitochondrial",12,31,C,UR,300.11017978353584,154.77245483994736,192.42271168289844,104.53461353158718,151.29144984445355,201.90940699784656,259.71253666418556,128.17117383273666,140.2484837358364,219.6882919488095,97.96516129032258,P82914
A6NIH7,UNC119B,U119B_HUMAN Protein unc-119 homolog B,13,17,C,UR,86.49487855813425,150.38721995352438,103.95533136614992,165.78800137075598,69.35700320919021,81.80421560854369,82.15926883211341,130.32431258245103,96.3958086656315,74.12172430675228,114.3164705882353,A6NIH7
Q13432,UNC119,U119A_HUMAN Protein unc-119 homolog A,13,2,C,UR,91.12937447017538,53.197406442370394,124.30850033538292,72.75537478152378,49.99721474594561,53.9383833780056,124.8753500855421,66.2296493819514,76.9124391831435,86.73307556788268,46.02165,Q13432
Q9BTD8,RBM42,RBM42_HUMAN RNA-binding protein 42,14,37,C,UR,141.47569026542814,90.42678404169128,113.10638255973812,89.27692760611173,120.92009416713718,186.8217648983775,143.43778029610291,130.70941027460287,103.20856192499313,146.47227727680917,102.3354054054054,Q9BTD8
Q9P258,RCC2,RCC2_HUMAN Protein RCC2,15,96,C,UR,112.56879842291852,199.2600728391143,73.89489868961714,146.4968192963681,39.653450391107754,57.34662482344168,61.79302675573429,152.15118414628833,146.78786286331749,71.67835866084454,120.55833333333334,Q9P258
Q9P2E5,CHPF2,CHPF2_HUMAN Chondroitin sulfate glucuronyltransferase,16,11,C,UR,189.96250216856302,101.43591154436243,101.4224512611352,68.45597504393886,150.61322517787707,192.34115291382452,163.8424109793569,217.76976217941117,60.56898901146445,164.898652844186,111.12454545454544,Q9P2E5
Q9BRZ2,TRIM56,TRI56_HUMAN E3 ubiquitin-protein ligase TRIM56,17,25,C,UR,114.96508602024417,69.1031060529091,89.71570496162579,122.86679347741266,102.22576943694676,129.8018677132876,80.25208544687209,93.3827906682637,131.2678916020841,84.5762757842127,142.82319999999999,Q9BRZ2
Q9HC84,MUC5B,MUC5B_HUMAN Mucin-5B,17,45,C,UR,27.577868718413768,67.5668853767497,84.18896132430324,48.92716236925686,46.989622456757814,75.56181066231896,45.53865084846753,847.8003261704188,78.68710821593423,67.91243338938617,71.4588888888889,Q9HC84
Q9Y2U8,LEMD3,MAN1_HUMAN Inner nuclear membrane protein Man1,18,89,C,UR,174.40273436737684,117.56539220244105,91.77518795797519,72.61309749299197,139.50737158558422,155.99125595727972,176.8023416764956,126.75991751814982,64.03522617554897,146.83321832637418,70.24887640449438,Q9Y2U8
Q96CC6,RHBDF1,RHDF1_HUMAN Inactive rhomboid protein 1,19,13,C,UR,79.91945750878011,119.40905721066798,73.18339369840973,75.61455371873313,96.87565914869677,95.72452997902485,63.06572196915304,106.46631863682383,61.03065760548171,41.34047035615958,52.92038461538462,Q96CC6
P30044,PRDX5,"PRDX5_HUMAN Peroxiredoxin-5, mitochondrial",20,76,C,UR,108.78659566015088,164.6623703360076,219.00863681257186,189.11659674571013,357.64240666213334,351.0016323613084,170.28748714690553,239.01452725229692,313.3455452145529,83.16568085021284,147.19868421052632,P30044
Q15596,NCOA2,NCOA2_HUMAN Nuclear receptor coactivator 2,21,26,C,UR,83.68136151438257,188.11480396411847,117.44896645831182,122.237421467351,54.475513679778665,97.34288313676703,42.21620064775854,344.5866598531782,89.17997294676884,52.468991129023294,54.12692307692308,Q15596
Q9Y6Q9,NCOA3,NCOA3_HUMAN Nuclear receptor coactivator 3,21,16,C,UR,94.36565624368104,119.31349749150816,73.62272473676988,96.00422993717692,109.75797129788161,177.40596581247465,98.83688836840649,107.21390690740331,151.52486904599695,103.29069947790622,114.745,Q9Y6Q9
Q9UPT8,ZC3H4,ZC3H4_HUMAN Zinc finger CCCH domain-containing protein 4,22,58,C,UR,141.2273612966181,106.80468068024258,147.22217936184936,123.01149584652414,175.639534544076,194.3124091123396,105.9804208709279,140.5850549025841,92.26327603641431,128.54690799232512,118.59862068965518,Q9UPT8
Q68DK7,MSL1,MSL1_HUMAN Male-specific lethal 1 homolog,23,38,C,UR,118.93037395382505,94.40866295253402,109.45645297300835,82.44063619107374,79.48332550039181,107.47676816592158,83.46388159324817,108.95772512949857,174.11795642943238,98.042833014259,83.56605263157896,Q68DK7
Q96L91,EP400,EP400_HUMAN E1A-binding protein p400,24,102,C,UR,187.00236377640823,152.5932682194382,103.74113797288226,85.0311114080106,92.58068478690302,129.48190188144335,191.97176810927715,168.25238558371052,95.45008988759584,213.08248458964948,114.9049019607843,Q96L91
Q6ZTU2-6,EP400NL,E400N_HUMAN Isoform 5 of EP400 N-terminal-like protein,24,1,C,UR,35.11644792086254,35.644756213642935,21.690827385227404,12.558543643478771,27.724154494844186,38.55025313724114,53.1469865003021,78.98625025610511,22.65410889489106,75.30568509928793,41.43,Q6ZTU2
P52701,MSH6,MSH6_HUMAN DNA mismatch repair protein Msh6,25,147,C,UR,67.61061912380718,303.4075447260726,99.55081410581052,157.9074678440944,103.02989130479183,82.48862410810379,59.09259439751915,178.47490144167557,184.85719109306308,92.08361368586449,131.35646258503402,P52701
Q6XQN6,NAPRT1,PNCB_HUMAN Nicotinate phosphoribosyltransferase,26,55,C,UR,41.537800120742226,73.39064847334139,73.5052519904034,39.940418459887454,29.406595890628285,45.286547041206916,42.24149408983636,65.6139849187854,327.8910365971783,34.411614798212426,81.46981818181818,Q6XQN6
P55036,PSMD4,PSMD4_HUMAN 26S proteasome non-ATPase regulatory subunit 4,27,36,C,UR,94.63936061044686,104.007052691896,100.62308381051,93.81935915539356,103.60370196537487,112.75353302090204,63.37864483931539,90.01104605086245,112.76456721811675,77.35346855700756,139.16722222222222,P55036
Q5VWC4,PSMD4,Q5VWC4_HUMAN 26S proteasome non-ATPase regulatory subunit 4,27,1,C,UR,121.46118177368163,206.78074606258872,109.2365217126268,118.34759604201436,116.83916427419943,127.17808617376242,72.23490658234786,102.49584521408697,122.28037539463978,98.44338373329757,179.09,Q5VWC4
Q99755-3,PIP5K1A,PI51A_HUMAN Isoform 3 of Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha,27,18,C,UR,225.50491045255313,100.42894256845855,97.61767414662422,42.460467723028984,94.6804446291105,122.00221930549411,175.19982120080996,103.26877834611948,97.89665193458575,238.08446853250808,103.74611111111112,Q99755
O60331-3,PIP5K1C,PI51C_HUMAN Isoform 3 of Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma,27,11,C,UR,111.82789732578014,56.03465868595726,200.75905432893325,83.64668144892622,88.54473183243503,73.41335433396517,116.6543803862881,63.32805415807772,61.17109985349675,138.29270962804873,62.36618181818182,O60331
A1X283,SH3PXD2B,SPD2B_HUMAN SH3 and PX domain-containing protein 2B,28,31,C,UR,135.03321151830298,107.39147456735898,49.051941061327426,45.176761674367,77.23642015842795,96.6604252294348,99.11777013236534,292.5645982636433,92.92963834522092,85.83307324783802,114.60193548387096,A1X283
Q5TCZ1,SH3PXD2A,SPD2A_HUMAN SH3 and PX domain-containing protein 2A,28,19,C,UR,181.03031060165063,56.55759616963389,61.72448794705187,44.12452498897973,324.7918414203996,140.49768541024338,139.15286415441182,217.07431357939822,62.666871978976715,98.47811819486795,105.49105263157894,Q5TCZ1
Q9BQE4,VIMP,SELS_HUMAN Selenoprotein S,29,20,C,UR,85.46233645082884,19.68188990385465,115.2636260786317,168.904194546178,211.9227121006029,129.75971184022325,84.55505641684591,69.7766402289362,65.17596288718434,160.24467300984318,141.95499999999998,Q9BQE4
O95602,POLR1A,RPA1_HUMAN DNA-directed RNA polymerase I subunit RPA1,30,194,C,UR,156.58901199201142,97.5262302493493,62.947114001256246,59.69822386855778,102.43483530177558,150.11836777204041,165.17687569663158,86.0094831336801,88.3430384986751,184.16890305469403,72.67680412371134,O95602
O14802,POLR3A,RPC1_HUMAN DNA-directed RNA polymerase III subunit RPC1,30,93,C,UR,166.7056019727309,128.84139891048358,99.87599965052712,112.22887783982215,105.04044032083097,189.20522847723518,131.94867186886486,126.61683002966898,137.18463825643252,182.64307009907682,90.59838709677419,O14802
O60518,RANBP6,RNBP6_HUMAN Ran-binding protein 6,31,22,C,UR,365.5144077165735,169.4532900553696,167.53214443663288,284.74018489972997,275.6916803921004,259.0307221410677,96.812940168643,51.44613522197491,36.77904191800129,115.07215420020628,140.455,O60518
O00410-3,IPO5,IPO5_HUMAN Isoform 3 of Importin-5,31,177,C,UR,95.33287833534827,149.99177931859708,79.47281345763983,126.65580324321104,107.02904289868398,90.60067200566048,77.39151290749459,156.74799960535202,153.67374826714226,115.14333461283745,169.09209039548023,O00410
Q96D53,ADCK4,ADCK4_HUMAN Uncharacterized aarF domain-containing protein kinase 4,32,36,C,UR,100.28407320318397,67.40998233148025,172.28223127540673,87.27704544900939,125.8150982283075,122.94026554760751,127.95299346537551,73.16216825765302,73.33659501697916,115.23406159347066,54.590833333333336,Q96D53
O95159,ZFPL1,ZFPL1_HUMAN Zinc finger protein-like 1,33,14,C,UR,65.89552230387088,74.21258396512457,251.8099560653026,117.0510765341366,185.91677580459316,131.56245756625702,90.04970335899738,83.69778336888552,116.3530108479371,103.63363486425295,140.21642857142857,O95159
Q6P2E9,EDC4,EDC4_HUMAN Enhancer of mRNA-decapping protein 4,34,77,C,UR,85.52997097419355,102.56225542643048,77.67127912056479,105.75318808873614,77.26949621480004,74.7657585401792,84.21828785918996,113.32223753237315,80.46572253532432,78.69404223275882,92.66311688311688,Q6P2E9
Q9UNF1,MAGED2,MAGD2_HUMAN Melanoma-associated antigen D2,35,74,C,UR,32.51994372876138,120.88082773340841,368.3597753773477,179.97776978855737,64.94032268745656,65.64223918774078,32.881371330943864,153.7273685128341,109.876984994109,43.7550596167816,159.38783783783785,Q9UNF1
Q9Y5V3-2,MAGED1,MAGD1_HUMAN Isoform 2 of Melanoma-associated antigen D1,35,12,C,UR,37.61321502267835,162.79591810823052,150.09503826799883,194.80791121474942,44.64369354005741,37.62008848206215,30.86177920126392,29.908212501348537,76.96123047965078,44.63498569877873,63.60550000000001,Q9Y5V3
Q9NZQ3,NCKIPSD,SPN90_HUMAN NCK-interacting protein with SH3 domain,36,16,C,UR,59.89195433795461,211.41647065991035,87.02185502560947,148.95029235316758,84.15999411858857,67.49239589348629,109.04753424182364,74.53044033873503,166.83502002215963,119.6846496808097,120.4525,Q9NZQ3
Q96QE3,ATAD5,ATAD5_HUMAN ATPase family AAA domain-containing protein 5,37,16,C,UR,226.70037670849757,103.07801748467338,63.06738389424153,44.186929577686485,112.96210455348131,66.18514226976079,153.8681450991699,154.49145523313,68.12628669304496,226.50832306753347,94.276875,Q96QE3
Q9NQP4,PFDN4,PFD4_HUMAN Prefoldin subunit 4,38,5,C,UR,27.958916149877403,45.20016999321254,52.316446855090746,96.88707543670792,60.559119213294764,37.8067359520475,31.287624714099092,34.505212882032225,128.8970065037098,33.31154435494523,546.404,Q9NQP4
O95551-2,TDP2,TYDP2_HUMAN Isoform 2 of Tyrosyl-DNA phosphodiesterase 2,39,11,C,UR,46.70270802907457,93.19261343106567,53.35189410621335,78.86147461105098,24.331871670657165,36.421039190704136,41.662544096593614,71.43631266488825,195.32039081321588,51.84999910142207,104.20818181818181,O95551
Q9H9Y2,RPF1,RPF1_HUMAN Ribosome production factor 1,40,32,C,UR,194.6324657911535,64.25104122811477,61.32349354551404,39.63000975685184,100.84767373807412,118.8591867028204,177.52895601355442,72.99121815627171,73.31943836779897,190.93447233925164,99.56625,Q9H9Y2
Q96P70,IPO9,IPO9_HUMAN Importin-9,41,103,C,UR,55.09137324297794,229.56016009157773,100.72193207027607,109.4731023113647,55.19608502609203,85.28015793892732,73.9033070939052,88.7299586952765,191.28856780254227,86.03866769321391,117.92718446601941,Q96P70
P30260-2,CDC27,CDC27_HUMAN Isoform 2 of Cell division cycle protein 27 homolog,42,44,C,UR,183.2780390564602,156.0188658772603,114.0842016222521,82.30361640705742,122.7796028742053,110.46576075810339,213.39000701770587,148.283549980875,104.78472290171251,207.89511254909132,142.89772727272728,P30260
O15042,U2SURP,SR140_HUMAN U2 snRNP-associated SURP motif-containing protein,43,135,C,UR,181.95200338915845,159.83141351021425,101.78109842972675,66.17910277600623,96.62462769557861,101.2032401555719,142.11768139426562,163.81773298626544,84.7793789957893,144.219385008789,100.60222222222221,O15042
Q9NP50,FAM60A,FA60A_HUMAN Protein FAM60A,44,10,C,UR,175.24011752627084,74.50799759503799,73.63010572532166,114.79749200148737,120.1380374666611,142.30361342925133,194.82191802623308,209.61239111610675,96.3856389071922,274.78940871885425,77.611,Q9NP50
Q01780,EXOSC10,EXOSX_HUMAN Exosome component 10,45,136,C,UR,240.47838596382442,75.42706222143532,79.0626373496672,83.96865782521992,166.34109853685496,133.45722826426982,229.75555209211052,131.35175059552648,87.77198477213301,228.03886560930275,106.52867647058824,Q01780
Q02880-2,TOP2B,TOP2B_HUMAN Isoform Beta-1 of DNA topoisomerase 2-beta,46,317,C,UR,125.81726480379493,220.24403780961745,70.29368768189839,141.59316737792722,131.441848869677,146.94251839907773,203.46576125783952,168.54713819099314,132.15492238392704,182.99964039041114,96.01009463722397,Q02880
P11388-4,TOP2A,TOP2A_HUMAN Isoform 4 of DNA topoisomerase 2-alpha,46,238,C,UR,192.34802652758722,121.44782563107404,84.02497873751035,35.4904526501974,81.20697067592889,55.34818157625301,147.31097364871118,175.9174244028276,192.42845632000143,219.99213340190025,131.83949579831932,P11388
P02786,TFRC,TFR1_HUMAN Transferrin receptor protein 1,47,189,C,UR,106.52290137791489,69.75058581416158,147.24486368079752,40.5945710948978,178.3639301663563,98.77886853496813,160.9338655039676,234.45096776126377,173.44249627997675,186.78683567561916,165.11216931216933,P02786
P07954,FH,"FUMH_HUMAN Fumarate hydratase, mitochondrial",48,309,C,UR,133.1261693355172,252.8594680356741,212.9648945557611,86.28547697885521,83.09891237737077,136.5588347879505,198.78799541909967,113.71948674655246,98.67477251311763,161.04916914278365,67.23171521035599,P07954
Q9Y490,TLN1,TLN1_HUMAN Talin-1,49,449,C,UR,125.09200058801503,162.71672871425756,82.06776275096723,116.35614682785301,57.427995053053834,53.37615785353445,99.42676527910984,123.57635761815821,112.66030843413391,105.4338707218653,170.30066815144767,Q9Y490
Q9Y4G6,TLN2,TLN2_HUMAN Talin-2,49,72,C,UR,96.55696726088648,122.33078152962575,109.40133450064636,102.76011829394673,68.25015378410724,69.17107398548137,97.53867660552925,258.3420009399712,98.4229367601905,98.67939096021378,158.14166666666668,Q9Y4G6
P18621-3,RPL17,RL17_HUMAN Isoform 3 of 60S ribosomal protein L17,49,118,C,UR,187.95493376035552,172.14946524188738,101.35902317549532,138.08513986364505,95.05139735051502,151.44390222419418,170.37806966141727,148.3274669693832,159.2746391067814,177.97968537991576,159.64915254237286,P18621
O94826,TOMM70A,TOM70_HUMAN Mitochondrial import receptor subunit TOM70,50,168,C,UR,216.71107719521606,96.00223153399921,220.64887851303106,116.40857555514539,138.87640754587125,153.25131968744415,127.78985838935256,205.95907109611616,113.0922038734287,119.60970750721995,126.15,O94826
P13497,BMP1,BMP1_HUMAN Bone morphogenetic protein 1,51,5,C,UR,129.41192991820094,54.37498547893198,64.60558190843469,52.81619722186279,136.80166171946195,176.7214668495711,205.60813449905737,93.23457424528598,55.44696065354533,183.86516711223973,93.2962,P13497
Q9P0V3,SH3BP4,SH3B4_HUMAN SH3 domain-binding protein 4,52,62,C,UR,105.03753132213615,104.64573530594471,135.45848694914017,80.20820037088825,103.86136500589569,101.67706478188401,165.17069156578515,75.3507972789686,163.92778743481432,164.7710023674397,124.48693548387097,Q9P0V3
Q9Y6X3,MAU2,SCC4_HUMAN MAU2 chromatid cohesion factor homolog,53,21,C,UR,128.6427284630196,119.83961958625028,133.78669385201135,138.70985320751507,128.678976756063,142.02808799602948,161.19004799372217,47.346503740592006,113.334452597337,166.0425459581272,105.30142857142857,Q9Y6X3
Q8N4T8,CBR4,CBR4_HUMAN Carbonyl reductase family member 4,54,25,C,UR,119.97322225965814,101.85346830916103,234.57119034209578,106.02505133304268,112.18788822994004,128.22849811486452,127.26177583817194,65.47170496386899,57.772153721070715,66.09082741001839,56.739200000000004,Q8N4T8
Q9P2E9,RRBP1,RRBP1_HUMAN Ribosome-binding protein 1,55,393,C,UR,82.96473059098012,21.177218552265025,79.77075148137706,104.51563111643654,193.54239121048894,211.67525807450895,114.48481873367146,235.8036000558407,100.16529186458226,113.92666768240089,115.72035623409668,Q9P2E9
Q9P2E9-2,RRBP1,RRBP1_HUMAN Isoform 1 of Ribosome-binding protein 1,55,6,C,UR,73.48886823924032,16.767762441626555,82.85862600675433,123.25310848569958,278.78406880385177,263.84892552387316,140.72916021571635,279.8766418959986,126.85985033142734,166.82370320646766,136.73066666666665,Q9P2E9
