Protein Id,Gene Symbol,Description,Group ID,Set1 Peptides,Set1~rq_126_sn_sum,Set1~rq_127n_sn_sum,Set1~rq_127c_sn_sum,Set1~rq_128n_sn_sum,Set1~rq_128c_sn_sum,Set1~rq_129n_sn_sum,Set1~rq_129c_sn_sum,Set1~rq_130n_sn_sum,Set1~rq_130c_sn_sum,Set1~rq_131_sn_sum
sp|Q8WWH5|TRUB1_HUMAN,TRUB1,TRUB1_HUMAN Probable tRNA pseudouridine synthase 1,35,10,354.821,1073.86,560.841,566.497,777.743,728.282,468.847,1793.82,938.24,782.762
sp|O95602|RPA1_HUMAN,POLR1A,RPA1_HUMAN DNA-directed RNA polymerase I subunit RPA1,36,55,5231.27,6493.78,5697.6,10991.1,5291.06,6241.63,5105.59,6306.33,9810.12,7012.34
sp|O14802|RPC1_HUMAN,POLR3A,RPC1_HUMAN DNA-directed RNA polymerase III subunit RPC1,36,37,3905.08,5887.52,3508.3,6875.79,5353.37,3761.96,5455.46,3936.55,7672.17,5128.76
tr|R4GMX2|R4GMX2_HUMAN,POLR3A,R4GMX2_HUMAN DNA-directed RNA polymerase (Fragment),36,1,114.619,88.9379,90.8582,95.3182,106.733,88.2923,106.199,88.6034,150.098,102.875
sp|O60518|RNBP6_HUMAN,RANBP6,RNBP6_HUMAN Ran-binding protein 6,37,17,2985.83,2754.38,4512.61,1705.22,3379.54,2120.05,3484.18,2393.95,557.341,2947.39
sp|O00410-3|IPO5_HUMAN,IPO5,IPO5_HUMAN Isoform 3 of Importin-5,37,65,7476.1,4826.64,9741.58,5903.93,5009.53,11771.4,16682.3,7828.68,10892.6,10407.5
sp|O95625|ZBT11_HUMAN,ZBTB11,ZBT11_HUMAN Zinc finger and BTB domain-containing protein 11,38,15,986.202,2690.88,1312.31,1254.38,1344.47,950.951,780.756,800.814,1075.91,1363.34
sp|Q96D53|ADCK4_HUMAN,ADCK4,ADCK4_HUMAN Uncharacterized aarF domain-containing protein kinase 4,39,19,3457.67,1773.36,1593.64,5097.01,3205.82,1116.99,2094.54,8609.32,2739.62,2476.2
sp|Q96GQ5|CP058_HUMAN,C16orf58,CP058_HUMAN UPF0420 protein C16orf58,40,14,2696.99,1039.52,2413.61,2241.77,2532.9,1394.01,3954.29,4737.57,2431.78,2103.41
sp|Q8N8D1|PDCD7_HUMAN,PDCD7,PDCD7_HUMAN Programmed cell death protein 7,41,7,649.957,814.845,500.509,674.649,636.935,559.878,634.114,803.273,516.298,584.886
sp|O95159|ZFPL1_HUMAN,ZFPL1,ZFPL1_HUMAN Zinc finger protein-like 1,43,18,1443.09,2418.6,2537.42,1111.5,2265.88,1607.51,1256.93,2636.18,1319.49,2734.18
sp|Q6P2E9|EDC4_HUMAN,EDC4,EDC4_HUMAN Enhancer of mRNA-decapping protein 4,45,32,8938.5,3296.35,3164.34,2645.1,6012.76,3274.06,3968.45,5245.73,2849.88,3585.77
sp|Q9UNF1|MAGD2_HUMAN,MAGED2,MAGD2_HUMAN Melanoma-associated antigen D2,46,41,2565.64,1232.68,6050.74,1464.23,5451.58,5006.22,4384.96,2969.21,2248.65,3544.84
sp|Q9Y5V3-2|MAGD1_HUMAN,MAGED1,MAGD1_HUMAN Isoform 2 of Melanoma-associated antigen D1,46,13,713.949,407.75,1702.04,1122.61,2374.35,1281.66,1428.44,1946.34,1426.37,1342.97
sp|Q12816|TROP_HUMAN,TRO,TROP_HUMAN Trophinin,46,2,475.094,321.67,1681.12,391.417,1109.9,928.624,895.658,638.302,452.697,344.809
sp|Q9NZQ3|SPN90_HUMAN,NCKIPSD,SPN90_HUMAN NCK-interacting protein with SH3 domain,47,9,1515.34,214.068,930.742,481.888,631.687,1003.78,900.396,332.476,861.743,707.321
sp|Q96QE3|ATAD5_HUMAN,ATAD5,ATAD5_HUMAN ATPase family AAA domain-containing protein 5,48,14,1403.88,2320.49,2105.96,3115.44,881.149,2890.31,2378.14,913.084,1523.59,2053.66
sp|Q9NQP4|PFD4_HUMAN,PFDN4,PFD4_HUMAN Prefoldin subunit 4,49,6,579.134,229.157,261.84,168.732,670.141,560.104,426.822,288.69,482.302,351.586
sp|O95551-2|TYDP2_HUMAN,TDP2,TYDP2_HUMAN Isoform 2 of Tyrosyl-DNA phosphodiesterase 2,50,6,456.096,708.482,665.375,346.146,517.128,1015.35,371.036,355.194,2007.48,866.903
sp|O15357|SHIP2_HUMAN,INPPL1,"SHIP2_HUMAN Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",51,25,1494.19,849.825,2164.33,1036.49,4667.83,3339.18,3199.11,1443.72,2924.07,2333.32
sp|Q6UW63|KDEL1_HUMAN,KDELC1,KDEL1_HUMAN KDEL motif-containing protein 1,51,13,553.683,1362.0,1246.65,2055.99,557.273,452.38,1866.33,978.504,461.281,999.261
sp|Q92835|SHIP1_HUMAN,INPP5D,"SHIP1_HUMAN Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1",51,1,18.0008,200.681,217.897,186.126,18.4387,323.425,774.741,1444.59,370.183,233.898
sp|Q9H9Y2|RPF1_HUMAN,RPF1,RPF1_HUMAN Ribosome production factor 1,52,10,541.822,1522.53,1170.33,1742.58,941.38,743.089,880.291,691.568,1099.4,1562.78
sp|Q96P70|IPO9_HUMAN,IPO9,IPO9_HUMAN Importin-9,53,27,5908.56,2272.96,2845.14,3129.97,2651.92,4478.51,4456.02,1979.0,6827.88,4215.13
sp|P30260-2|CDC27_HUMAN,CDC27,CDC27_HUMAN Isoform 2 of Cell division cycle protein 27 homolog,54,26,3686.94,4054.72,4023.3,4797.82,4130.9,6662.87,6713.3,2897.21,1753.92,6576.42
tr|G5EA36|G5EA36_HUMAN,CDC27,"G5EA36_HUMAN Cell division cycle 27, isoform CRA_c",54,2,121.461,133.255,146.971,145.571,119.814,226.189,220.503,90.7878,74.1409,129.846
sp|Q9Y2X3|NOP58_HUMAN,NOP58,NOP58_HUMAN Nucleolar protein 58,55,58,5481.57,10836.8,7808.82,9097.15,6346.27,4385.72,7853.8,11531.0,6528.71,7017.24
sp|O15042|SR140_HUMAN,U2SURP,SR140_HUMAN U2 snRNP-associated SURP motif-containing protein,56,44,4361.03,9921.74,4376.47,5728.05,5378.83,4075.92,5857.1,4564.93,4348.96,6148.64
sp|Q9NP50|FA60A_HUMAN,FAM60A,FA60A_HUMAN Protein FAM60A,57,4,166.068,299.155,51.221,336.097,194.844,85.1582,133.808,509.265,212.217,185.417
sp|A7E2V4-4|ZSWM8_HUMAN,ZSWIM8,ZSWM8_HUMAN Isoform 4 of Zinc finger SWIM domain-containing protein 8,58,8,700.363,580.007,781.667,429.751,643.134,538.427,632.947,727.588,1090.87,686.377
sp|Q01780|EXOSX_HUMAN,EXOSC10,EXOSX_HUMAN Exosome component 10,59,54,5424.86,10651.8,6607.58,12302.4,6877.34,9112.19,6278.84,4485.76,7079.7,8620.6
sp|P02786|TFR1_HUMAN,TFRC,TFR1_HUMAN Transferrin receptor protein 1,60,91,8796.02,14175.2,17530.9,7827.81,11328.6,12429.5,8840.76,9256.35,17120.0,15731.9
sp|Q9UP52|TFR2_HUMAN,TFR2,TFR2_HUMAN Transferrin receptor protein 2,60,2,402.503,561.607,865.597,439.811,541.728,520.511,358.858,425.956,799.243,525.225
sp|P07954|FUMH_HUMAN,FH,"FUMH_HUMAN Fumarate hydratase, mitochondrial",61,64,10339.2,6271.16,3186.97,16188.3,3984.96,3990.78,8299.56,9175.16,8649.27,6776.73
sp|Q9Y490|TLN1_HUMAN,TLN1,TLN1_HUMAN Talin-1,63,191,18125.4,9335.4,42724.6,22742.6,10209.5,49851.0,22493.0,11861.3,14535.9,25870.2
sp|Q9Y4G6|TLN2_HUMAN,TLN2,TLN2_HUMAN Talin-2,63,66,6884.41,4643.53,15537.3,6338.92,4696.12,14940.3,6304.71,7326.03,2927.81,10406.7
sp|P18621-3|RL17_HUMAN,RPL17,RL17_HUMAN Isoform 3 of 60S ribosomal protein L17,63,51,7142.11,6731.84,10036.6,8343.22,7050.81,8168.24,7121.6,6387.19,8344.96,7049.34
sp|O94826|TOM70_HUMAN,TOMM70A,TOM70_HUMAN Mitochondrial import receptor subunit TOM70,64,75,8763.52,17908.7,11577.0,12626.0,8110.11,7907.21,13845.5,13420.2,10907.0,11586.9
sp|P13497|BMP1_HUMAN,BMP1,BMP1_HUMAN Bone morphogenetic protein 1,65,3,179.111,167.977,1077.54,702.574,175.545,328.231,187.584,108.281,53.486,357.501
sp|O95359-3|TACC2_HUMAN,TACC2,TACC2_HUMAN Isoform 3 of Transforming acidic coiled-coil-containing protein 2,66,44,1160.91,2088.55,1417.34,1617.81,2447.52,2287.32,1565.4,4001.11,17484.8,5028.71
sp|O75410-2|TACC1_HUMAN,TACC1,TACC1_HUMAN Isoform 2 of Transforming acidic coiled-coil-containing protein 1,66,33,3047.71,3852.02,5774.16,4026.38,1578.97,3842.93,4537.37,6537.12,3856.01,3573.8
sp|Q9P0V3|SH3B4_HUMAN,SH3BP4,SH3B4_HUMAN SH3 domain-binding protein 4,67,38,2313.28,4693.26,11113.0,6322.48,1797.4,4474.52,2330.11,3225.49,9534.14,5706.74
sp|Q16555|DPYL2_HUMAN,DPYSL2,DPYL2_HUMAN Dihydropyrimidinase-related protein 2,68,45,1318.04,666.776,27118.2,3796.71,1962.4,9581.88,3867.02,1626.29,375.474,8030.46
sp|Q14195-2|DPYL3_HUMAN,DPYSL3,DPYL3_HUMAN Isoform LCRMP-4 of Dihydropyrimidinase-related protein 3,68,36,571.886,316.123,29256.2,1103.18,438.666,628.762,564.546,943.13,449.16,5469.45
sp|Q14194-2|DPYL1_HUMAN,CRMP1,DPYL1_HUMAN Isoform LCRMP-1 of Dihydropyrimidinase-related protein 1,68,8,166.846,129.854,3832.77,397.539,150.313,768.82,366.448,183.493,70.6576,803.507
sp|O14531|DPYL4_HUMAN,DPYSL4,DPYL4_HUMAN Dihydropyrimidinase-related protein 4,68,5,70.153,145.538,2089.23,72.2737,516.765,55.157,75.2385,83.0364,58.7612,527.216
sp|Q9Y6X3|SCC4_HUMAN,MAU2,SCC4_HUMAN MAU2 chromatid cohesion factor homolog,69,12,1187.59,1252.55,896.831,921.991,940.126,817.731,818.833,1031.03,780.162,840.246
sp|Q17RC7|EX3L4_HUMAN,EXOC3L4,EX3L4_HUMAN Exocyst complex component 3-like protein 4,70,1,7.74522,107.459,945.445,136.643,0.0,482.678,79.4583,453.825,23.7729,265.851
sp|Q16270|IBP7_HUMAN,IGFBP7,IBP7_HUMAN Insulin-like growth factor-binding protein 7,70,22,146.592,1717.75,12733.5,2163.08,113.253,6794.62,1059.44,6099.14,353.82,4508.85
sp|Q96P11-2|NSUN5_HUMAN,NSUN5,NSUN5_HUMAN Isoform 2 of Putative methyltransferase NSUN5,71,22,2220.04,4085.18,1500.07,2856.97,3680.79,2216.0,2970.43,2339.78,5611.78,2875.79
sp|O95238|SPDEF_HUMAN,SPDEF,SPDEF_HUMAN SAM pointed domain-containing Ets transcription factor,73,2,76.4246,127.562,77.1475,172.264,345.239,156.668,39.8444,36.5825,603.854,352.086
sp|Q8N4T8|CBR4_HUMAN,CBR4,CBR4_HUMAN Carbonyl reductase family member 4,74,16,2664.79,2907.62,182.25,1582.35,1143.78,703.827,281.164,4893.12,1880.51,1213.37
sp|P23381|SYWC_HUMAN,WARS,"SYWC_HUMAN Tryptophan--tRNA ligase, cytoplasmic",75,29,2782.33,1448.89,4473.37,1104.71,3701.71,3098.52,14647.6,2354.4,1445.81,2869.51
sp|P35221-2|CTNA1_HUMAN,CTNNA1,CTNA1_HUMAN Isoform 2 of Catenin alpha-1,76,80,12028.4,15517.1,10769.2,8038.6,9111.89,4197.32,10092.8,20912.4,4265.43,8327.01
sp|P26232|CTNA2_HUMAN,CTNNA2,CTNA2_HUMAN Catenin alpha-2,76,19,2714.3,3640.6,2685.52,1911.3,1968.54,961.744,2273.02,4885.82,959.536,2209.21
sp|Q96C19|EFHD2_HUMAN,EFHD2,EFHD2_HUMAN EF-hand domain-containing protein D2,77,27,3687.02,3127.59,3426.02,5520.29,2793.35,8559.33,2059.33,1292.08,3929.38,4066.27
sp|Q9BUP0|EFHD1_HUMAN,EFHD1,EFHD1_HUMAN EF-hand domain-containing protein D1,77,11,160.475,288.369,304.682,152.528,2445.42,1130.81,2129.01,2915.72,8135.41,1729.02
sp|Q9GZT9|EGLN1_HUMAN,EGLN1,EGLN1_HUMAN Egl nine homolog 1,78,14,2851.28,845.467,1376.44,1888.67,1115.4,2788.11,2315.42,1509.96,2563.44,1622.64
sp|Q9Y3B7|RM11_HUMAN,MRPL11,"RM11_HUMAN 39S ribosomal protein L11, mitochondrial",79,23,2116.95,3884.64,2358.03,4454.31,2763.06,2503.27,3199.68,5875.67,3959.72,4165.59
sp|Q8WVQ1|CANT1_HUMAN,CANT1,CANT1_HUMAN Soluble calcium-activated nucleotidase 1,80,16,1711.22,3112.87,1421.65,1575.05,2818.8,1358.63,1532.9,2647.16,6849.38,2905.23
sp|Q96T51|RUFY1_HUMAN,RUFY1,RUFY1_HUMAN RUN and FYVE domain-containing protein 1,81,34,4346.19,1386.39,2361.0,2804.05,3645.86,7576.78,8015.11,1759.32,3392.73,3288.27
sp|Q8WXA3|RUFY2_HUMAN,RUFY2,RUFY2_HUMAN RUN and FYVE domain-containing protein 2,81,19,3791.67,1733.59,2070.84,2003.69,3018.83,5677.13,2110.82,1884.61,4339.11,3101.73
sp|P54578|UBP14_HUMAN,USP14,UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14,81,50,8597.16,4243.34,5000.51,3125.87,6095.81,8639.31,6558.81,7721.89,4825.47,6049.54
sp|Q7L099-3|RUFY3_HUMAN,RUFY3,RUFY3_HUMAN Isoform 3 of Protein RUFY3,81,5,350.876,280.806,285.904,199.883,317.26,507.842,262.547,387.63,329.539,354.233
sp|Q5VSL9|STRP1_HUMAN,STRIP1,STRP1_HUMAN Striatin-interacting protein 1,82,15,3776.5,1939.42,2367.22,1913.15,2397.79,2128.35,1516.81,1721.39,2907.06,2008.54
sp|Q9ULQ0|STRP2_HUMAN,STRIP2,STRP2_HUMAN Striatin-interacting protein 2,82,2,278.082,237.62,204.173,319.073,126.1,379.989,254.013,110.571,86.253,223.333
sp|Q9H147|TDIF1_HUMAN,DNTTIP1,TDIF1_HUMAN Deoxynucleotidyltransferase terminal-interacting protein 1,83,10,1030.15,1907.5,946.692,1326.92,1951.38,1512.58,1010.17,879.528,1545.29,1339.15
sp|P17544-6|ATF7_HUMAN,ATF7,ATF7_HUMAN Isoform 6 of Cyclic AMP-dependent transcription factor ATF-7,84,9,500.488,1044.34,780.364,1239.77,612.472,498.479,1042.65,863.062,545.171,744.296
sp|P15336|ATF2_HUMAN,ATF2,ATF2_HUMAN Cyclic AMP-dependent transcription factor ATF-2,84,8,1536.77,1443.56,1022.53,1516.38,907.703,927.614,1266.59,1246.73,451.609,897.16
sp|Q02930|CREB5_HUMAN,CREB5,CREB5_HUMAN Cyclic AMP-responsive element-binding protein 5,84,1,172.448,213.13,107.782,305.612,132.703,142.907,206.449,193.394,84.3364,166.082
sp|O14497|ARI1A_HUMAN,ARID1A,ARI1A_HUMAN AT-rich interactive domain-containing protein 1A,85,49,5023.88,6826.03,4796.78,5454.85,5480.41,4036.46,3908.03,3816.34,5135.38,5187.99
sp|Q8NFD5-3|ARI1B_HUMAN,ARID1B,ARI1B_HUMAN Isoform 3 of AT-rich interactive domain-containing protein 1B,85,30,3793.67,4164.62,3542.19,4827.17,2691.49,1511.58,3035.07,5784.19,3763.28,3005.16
sp|Q8TAP8|PPR35_HUMAN,PPP1R35,PPR35_HUMAN Protein phosphatase 1 regulatory subunit 35,86,1,29.3604,20.4663,48.096,28.665,28.0718,76.0976,40.9101,35.7563,64.7739,53.443
sp|Q9BQS8|FYCO1_HUMAN,FYCO1,FYCO1_HUMAN FYVE and coiled-coil domain-containing protein 1,87,34,3917.97,1852.95,3503.44,1546.54,2648.83,3713.48,3537.83,1438.3,3838.41,2741.75
sp|Q8WUN7|UBTD2_HUMAN,UBTD2,UBTD2_HUMAN Ubiquitin domain-containing protein 2,88,7,419.3,1066.57,748.009,499.257,606.447,773.289,1248.37,1186.83,403.727,660.819
sp|Q9HAC8|UBTD1_HUMAN,UBTD1,UBTD1_HUMAN Ubiquitin domain-containing protein 1,88,3,149.602,794.107,321.61,247.345,210.036,648.794,284.841,600.922,94.3811,452.549
sp|P13807|GYS1_HUMAN,GYS1,"GYS1_HUMAN Glycogen [starch] synthase, muscle",89,19,3677.43,990.161,2472.24,1074.6,1765.63,1580.82,2385.38,1603.75,2660.47,1819.52
sp|P51970|NDUA8_HUMAN,NDUFA8,NDUA8_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,90,6,697.434,1097.56,566.878,2008.73,1110.82,753.299,1855.65,2194.08,1550.34,1252.68
sp|Q9GZU3|TM39B_HUMAN,TMEM39B,TM39B_HUMAN Transmembrane protein 39B,91,1,89.6249,63.9455,62.1428,105.47,46.8298,84.1742,77.6124,49.5472,42.4613,73.8601
sp|Q9BR61|ACBD6_HUMAN,ACBD6,ACBD6_HUMAN Acyl-CoA-binding domain-containing protein 6,92,9,1046.91,689.783,647.576,821.533,1014.3,2220.73,796.567,420.933,1353.5,1020.41
sp|Q96NB2|SFXN2_HUMAN,SFXN2,SFXN2_HUMAN Sideroflexin-2,93,9,199.062,773.53,144.261,499.556,2355.74,654.846,217.168,1185.85,1185.68,1034.84
sp|Q9Y618-3|NCOR2_HUMAN,NCOR2,NCOR2_HUMAN Isoform 3 of Nuclear receptor corepressor 2,94,51,7359.85,5024.05,5846.26,4319.84,5730.8,3573.18,4258.66,5434.45,7083.73,5099.1
sp|O75376|NCOR1_HUMAN,NCOR1,NCOR1_HUMAN Nuclear receptor corepressor 1,94,49,5659.94,9126.02,6815.37,5598.51,4529.54,6400.22,4893.61,5486.77,3213.57,5989.65
tr|E7EVK1|E7EVK1_HUMAN,NCOR1,E7EVK1_HUMAN Nuclear receptor corepressor 1 (Fragment),94,1,49.9662,45.3872,61.4165,77.837,74.3999,64.6004,35.8421,41.6564,39.8074,53.6979
sp|O75326|SEM7A_HUMAN,SEMA7A,SEM7A_HUMAN Semaphorin-7A,95,9,226.089,235.119,1619.41,229.587,184.864,2287.16,74.2394,80.3601,291.3,994.271
sp|Q9NVU7|SDA1_HUMAN,SDAD1,SDA1_HUMAN Protein SDA1 homolog,96,28,2341.65,5513.62,3354.25,7034.28,3876.53,4734.68,5385.5,4816.34,5347.0,4606.3
