Uniprot_Id,Gene_Symbol,Description,Group_ID,Set6 Peptides,Collapsed,Parsimony,ZR-75-30,HCC202,UACC-812,EVSA-T (repeat),SUM52PE,ZR-75-1,184A-1 (repeat),SUM229PE,MDA-MB-330,EFM-19 (repeat),Bridge6,Uniprot_Id_prefix
Q00537,CDK17,CDK17_HUMAN Cyclin-dependent kinase 17,8,4,C,UR,269.45197555681403,149.4938045298918,418.57638346451677,355.0163349956682,164.19176680478387,336.430846244421,269.16356370891344,149.09852548460742,307.44649022573304,288.57349069680095,373.105,Q00537
P42679-2,MATK,MATK_HUMAN Isoform 2 of Megakaryocyte-associated tyrosine-protein kinase,8,2,C,UR,233.6635297652854,772.7565858770818,247.61167044192467,273.16863595689335,289.385035818833,278.50483070372644,106.71640406486279,189.5022317581275,297.70922835006877,274.5506280226311,349.0765,P42679
P41240,CSK,CSK_HUMAN Tyrosine-protein kinase CSK,8,24,C,UR,260.8853448489213,130.22197119648249,336.18096909045994,207.89556366323544,101.00230252510552,291.7684792799958,130.37181739426777,93.31115258660435,136.41006639196897,528.338122361961,246.59166666666667,P41240
P42685,FRK,FRK_HUMAN Tyrosine-protein kinase FRK,8,2,C,UR,187.95739779541375,139.35786401615542,53.85598579802506,21.497161029875464,27.099093926380863,559.6549562252678,236.64587203119083,174.1174468157759,424.7251884245995,128.71412976270742,174.24900000000005,P42685
P36578,RPL4,RL4_HUMAN 60S ribosomal protein L4,9,155,C,UR,179.38241296187635,157.11098515539248,261.2712847996506,275.9132076991291,230.43066909998518,222.1364452288665,188.16475569817078,209.40371664781387,147.9724700975808,265.893576504488,252.68129032258062,P36578
O76031,CLPX,"CLPX_HUMAN ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",10,34,C,UR,186.02673299781083,170.40813952722405,202.1319945557298,219.15011689665067,240.62952338153667,180.4144896205568,296.373186306447,311.4823939936717,139.07068709965324,275.70734360602876,200.25235294117647,O76031
Q9ULW3,ABT1,ABT1_HUMAN Activator of basal transcription 1,11,11,C,UR,55.396585210074406,56.589227737948946,67.58681762020407,128.73500014158233,182.20695193364634,74.61687073788322,141.60933339032405,189.95418858512278,61.09915169069715,121.82580839839203,136.74,Q9ULW3
P82914,MRPS15,"RT15_HUMAN 28S ribosomal protein S15, mitochondrial",12,16,C,UR,178.09908082952668,141.1724581465237,111.10592180214833,198.70968889117285,282.5769971464405,121.26938745548053,235.0963309480981,214.85380964296942,137.98381803335133,168.54922694303187,174.021875,P82914
A6NIH7,UNC119B,U119B_HUMAN Protein unc-119 homolog B,13,11,C,UR,120.51339802047866,157.3700826762813,179.72653488408827,106.9019392566209,85.85766575924254,113.32280783574349,49.409122601636255,52.417044376705206,85.42116167953665,224.73455381800642,75.23063636363635,A6NIH7
Q13432,UNC119,U119A_HUMAN Protein unc-119 homolog A,13,4,C,UR,208.48492828756216,79.77886656883335,192.9131310252649,84.99714181776774,76.15147545544873,87.27258063687141,101.55952712245724,79.81434627975106,77.81275193775274,178.20937995718174,87.83275,Q13432
Q9BTD8,RBM42,RBM42_HUMAN RNA-binding protein 42,14,21,C,UR,111.92930091888866,147.94311537632538,109.54284080698666,142.50085412270053,146.45363026329045,108.69641380177602,145.04311108051476,173.78364736581912,98.49135901116348,160.2981802664243,131.4038095238095,Q9BTD8
Q9P258,RCC2,RCC2_HUMAN Protein RCC2,15,64,C,UR,87.49570595461446,213.30383238952024,130.04149076404823,227.25400178731164,155.8660531864567,127.72286323276246,43.94677639443741,146.06935722951687,177.74286041156913,253.96738348057508,156.934375,Q9P258
Q9Y2U8,LEMD3,MAN1_HUMAN Inner nuclear membrane protein Man1,16,54,C,UR,85.85674490749987,89.64266404906544,122.14913784332512,160.03411326105578,313.8503101477868,144.9611986670464,200.87424757307883,193.63530520182042,106.11714591584001,126.07373137323312,100.05388888888889,Q9Y2U8
Q15596,NCOA2,NCOA2_HUMAN Nuclear receptor coactivator 2,17,9,C,UR,258.527396896217,194.73572569963244,158.0145440005421,233.547462752131,164.83403929746243,148.61456675445837,73.77622211111037,110.13240249372393,170.0362257268664,64.641108125519,81.04744444444445,Q15596
Q9Y6Q9,NCOA3,NCOA3_HUMAN Nuclear receptor coactivator 3,17,11,C,UR,202.36799662193647,148.87980194533833,135.5132224579501,156.32779165237963,114.86439494729996,191.14382247932284,143.2217111946248,222.89936376887738,121.61746101112287,268.6170843154687,237.16909090909093,Q9Y6Q9
Q9UPT8,ZC3H4,ZC3H4_HUMAN Zinc finger CCCH domain-containing protein 4,18,36,C,UR,128.2123412193982,87.35620759044558,97.98548097173472,112.34035304253322,124.61994416764342,99.88182505887373,145.71579486918597,175.15983376855053,113.08027217335969,155.01892208137002,106.13111111111111,Q9UPT8
P52701,MSH6,MSH6_HUMAN DNA mismatch repair protein Msh6,19,110,C,UR,79.61242653015154,223.5343908194703,174.68555129924297,173.60969739699547,211.88008635474884,139.91030428530377,75.44183458489121,165.1519315654837,130.73863162945221,260.32163332900825,144.53181818181818,P52701
P55036,PSMD4,PSMD4_HUMAN 26S proteasome non-ATPase regulatory subunit 4,20,41,C,UR,216.35141475750405,112.45867924066884,175.4739642240891,153.73863004745564,132.76423320679774,156.6865232196156,79.35439340824574,127.49025124789434,179.02247827350428,149.36376982203717,134.3831707317073,P55036
Q5VWC4,PSMD4,Q5VWC4_HUMAN 26S proteasome non-ATPase regulatory subunit 4,20,1,C,UR,78.52996099892046,24.788192429738082,63.61103423998358,49.25758358883055,36.304728468501025,41.37228587758197,19.370687070787085,36.134192314898314,70.22730723960362,41.27792483532589,45.3085,Q5VWC4
Q99755,PIP5K1A,PI51A_HUMAN Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha,20,5,C,UR,114.6178066503379,107.48878323316703,111.1228610728678,89.99545179529736,118.38552006224148,134.25465297354853,176.73836774146858,214.59934931564436,93.6984341070806,124.83436142259066,136.1744,Q99755
O60331-3,PIP5K1C,PI51C_HUMAN Isoform 3 of Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma,20,3,C,UR,231.94169096501028,185.13660923487134,210.62941188606,167.93843883888482,163.055798729498,234.2354015432084,301.525545576086,268.65401771297724,198.4262835756439,248.65773525845512,233.74066666666667,O60331
Q9NRL3,STRN4,STRN4_HUMAN Striatin-4,21,19,C,UR,197.60157959390946,106.57594871995094,170.33694831905274,134.05832189174834,130.72081894329838,300.4205074637728,200.1341876389448,124.4429714362724,188.76733441167477,264.1630564976444,173.33368421052631,Q9NRL3
Q13033,STRN3,STRN3_HUMAN Striatin-3,21,30,C,UR,209.07791833717775,181.8279445555713,166.35315005163304,67.83126896906425,127.12552972731656,285.4177219090679,161.93047020497923,109.75928577306196,296.35732622510955,243.96292937160354,140.64333333333335,Q13033
O43815,STRN,STRN_HUMAN Striatin,21,22,C,UR,161.25017971139118,219.27625365278917,208.97112575032423,141.03017507499658,152.79528435448302,207.38341982960844,206.92022053944112,146.74520148930972,182.18579503329445,144.23211288595473,190.92772727272725,O43815
H0YJT2,STRN3,H0YJT2_HUMAN Striatin-3 (Fragment),21,1,C,UR,288.9171788992513,358.1533322967898,300.62977194555623,206.55866749464872,240.69564784445072,437.41273502251465,221.05555905839336,253.71397918451032,265.15250398550387,433.0319001667141,244.16,H0YJT2
Q9BQE4,VIMP,SELS_HUMAN Selenoprotein S,22,12,C,UR,155.40165608374926,110.64417551262153,204.6020060424075,108.6317279972684,275.4478953894726,136.18195905082013,444.02163882840074,246.61575759935025,338.9461494111841,96.22123353021357,209.53416666666666,Q9BQE4
Q8WWH5,TRUB1,TRUB1_HUMAN Probable tRNA pseudouridine synthase 1,23,21,C,UR,178.72972591654312,188.96317466642955,184.9002988677502,186.04101799700123,144.85276725632923,215.37230240498474,161.5334880178754,156.8343725929619,123.72330685525193,134.38342992292854,173.71809523809523,Q8WWH5
O95602,POLR1A,RPA1_HUMAN DNA-directed RNA polymerase I subunit RPA1,24,83,C,UR,103.18370076455031,146.09460078508945,153.28885171599387,133.15191150212505,232.95438997380197,119.41951354119419,245.08255810352685,208.8267396524552,100.86264531308387,149.48501855594677,176.96385542168676,O95602
O14802,POLR3A,RPC1_HUMAN DNA-directed RNA polymerase III subunit RPC1,24,40,C,UR,172.07935862021623,173.92966811972707,215.34715874902273,174.7423298345764,247.19381718214024,173.3574885216152,157.61084104751797,258.9946761598919,123.32939431128612,307.91289999673734,170.752,O14802
Q8N8D1,PDCD7,PDCD7_HUMAN Programmed cell death protein 7,25,3,C,UR,39.42326329559562,70.23737727881843,41.59676147171637,59.99729955840034,81.68469965707921,35.67708495421574,61.28639726215567,81.80787691715199,38.32914263380034,77.60421090957418,52.132666666666665,Q8N8D1
O95159,ZFPL1,ZFPL1_HUMAN Zinc finger protein-like 1,26,13,C,UR,200.23555444573122,207.45049755727788,121.7209021297572,138.34890916532538,150.21060100262227,76.52906698110696,165.88488834212356,119.84767758627905,140.46900620109415,134.71561847835216,154.18384615384616,O95159
Q6P2E9,EDC4,EDC4_HUMAN Enhancer of mRNA-decapping protein 4,28,75,C,UR,83.9407823851958,205.80155524905072,135.57877536824006,153.7644537065074,122.59331648486341,307.3239176206091,81.87102332322908,201.88493539453202,121.78015863368992,130.3651123256904,110.8188,Q6P2E9
Q9UNF1,MAGED2,MAGD2_HUMAN Melanoma-associated antigen D2,29,56,C,UR,347.01182444251344,270.18080432070496,239.4825992867652,88.08524473852837,48.811334002403896,102.98424860641593,31.634800481688345,32.15723031069416,51.027147802874126,212.1069604735983,84.9994642857143,Q9UNF1
Q9Y5V3-2,MAGED1,MAGD1_HUMAN Isoform 2 of Melanoma-associated antigen D1,29,12,C,UR,229.4767058364615,145.517882471946,98.41292590072872,69.55981385395384,46.8257822603321,99.41743348985887,29.1268732976397,25.52087400525296,21.32404814087714,132.3777127454694,60.608583333333335,Q9Y5V3
Q9NQP4,PFDN4,PFD4_HUMAN Prefoldin subunit 4,30,5,C,UR,139.28064632229075,136.23170009853234,178.4580445648733,248.13230726196105,68.47119345476399,148.73915340033025,14.479683751172274,99.60743703065893,142.5866116846141,102.95389860711921,262.404,Q9NQP4
Q9H9Y2,RPF1,RPF1_HUMAN Ribosome production factor 1,31,13,C,UR,80.62199311603854,100.14216768846146,93.75923258825428,163.849865826438,169.93186095880733,94.87912612602288,210.3526252789724,180.6203791970517,95.62656426301348,98.16795759674753,206.01076923076923,Q9H9Y2
Q96P70,IPO9,IPO9_HUMAN Importin-9,32,58,C,UR,185.1226370566797,165.1785874009862,125.96441372530273,153.21403466616502,79.7627108554593,245.13237826289551,51.56913303379449,81.58517444420592,108.25577053646579,251.76977531624394,122.61724137931034,Q96P70
O15042-2,U2SURP,SR140_HUMAN Isoform 2 of U2 snRNP-associated SURP motif-containing protein,33,67,C,UR,132.56123268717153,170.05779135874698,134.88663335692584,123.06107362257333,154.15257901536154,135.60982248439382,170.28717824577296,247.26200666110307,105.12334345164639,258.7020168903551,167.3955223880597,O15042
Q9NP50,FAM60A,FA60A_HUMAN Protein FAM60A,34,3,C,UR,102.93541999638569,67.21075923120095,56.38814304023548,233.49295422869608,80.33899143712533,141.190092068787,267.96357884837624,529.6766342908415,123.27105531883342,71.2290246472766,209.92399999999995,Q9NP50
Q01780,EXOSC10,EXOSX_HUMAN Exosome component 10,35,85,C,UR,72.9323711581182,120.85342053357263,116.96858646041284,165.82675223550322,264.28342743715604,152.99988916369438,325.2836041524005,280.41947060907404,130.8543750570211,147.50597437138543,206.6305882352941,Q01780
P02786,TFRC,TFR1_HUMAN Transferrin receptor protein 1,36,198,C,UR,83.46447772315571,211.56920402025708,239.42104161709506,299.6501290409876,139.9858566930161,112.89473798318978,285.0312870391757,216.7816175994791,197.74682254952333,299.27386884419684,184.56212121212124,P02786
P07954,FH,"FUMH_HUMAN Fumarate hydratase, mitochondrial",37,254,C,UR,156.09240523219293,277.42553417383465,71.91086143296643,149.61684704363634,291.95290588914395,137.9939725143633,115.37584672859431,118.1094042659119,111.22661998811449,106.98584213832544,104.63188976377953,P07954
Q9Y490,TLN1,TLN1_HUMAN Talin-1,38,275,C,UR,145.64353239268962,168.6769146382534,128.8488233136889,93.89545975416397,79.78397299425436,130.61263972147785,105.64199678599223,80.80642717605102,158.69984603196687,406.61024235099933,271.0061818181818,Q9Y490
Q9Y4G6,TLN2,TLN2_HUMAN Talin-2,38,37,C,UR,190.73516679903472,155.57777305121027,172.23272200497024,135.35893852121387,110.35321829688914,135.49720293090894,101.7071669260485,83.97902247191558,132.3196926233701,277.84647302638757,226.55378378378379,Q9Y4G6
P18621-3,RPL17,RL17_HUMAN Isoform 3 of 60S ribosomal protein L17,38,83,C,UR,204.95851474981802,180.87823969938088,280.67576796921225,292.998466190095,199.74917419356865,231.20680892193823,214.09008486490623,188.18335876366484,153.42169756125315,280.7516024211981,278.6096385542169,P18621
O94826,TOMM70A,TOM70_HUMAN Mitochondrial import receptor subunit TOM70,39,104,C,UR,229.84077219927354,279.12556049712117,173.35365104890286,193.18323775884053,285.6239763820687,138.25682191899912,95.12753445720045,161.3762462039419,120.66392748681885,226.89625153735648,162.1778846153846,O94826
Q9P0V3,SH3BP4,SH3B4_HUMAN SH3 domain-binding protein 4,40,43,C,UR,336.81718894166187,123.6898070813185,184.6414894918806,192.93880563897494,270.3748450711053,214.88614963503247,143.6310811808037,251.20260135519703,62.286872112575026,196.65510044767453,208.65302325581396,Q9P0V3
Q8N4T8,CBR4,CBR4_HUMAN Carbonyl reductase family member 4,41,13,C,UR,49.47651744534587,138.60662668948459,73.90869806752399,132.87211658209677,254.65345365819087,63.4441018134565,144.00791681748473,116.51098763333762,252.95097328184931,79.91674085783988,85.92923076923077,Q8N4T8
Q9P2E9,RRBP1,RRBP1_HUMAN Ribosome-binding protein 1,42,242,C,UR,252.78222866090616,107.41615518255558,103.45618912198802,107.34619107838319,198.0021438294293,112.3228264766981,283.13343785985,204.91578868022543,119.24490899498733,59.19821453500552,190.88595041322316,Q9P2E9
Q9P2E9-2,RRBP1,RRBP1_HUMAN Isoform 1 of Ribosome-binding protein 1,42,3,C,UR,361.2245794615894,145.96072039365538,154.96034477896964,185.83934751678763,278.3656450620944,159.17107884262512,398.3078043236187,346.03507635962563,187.82404211173633,93.16241060046735,286.2173333333333,Q9P2E9
P23381,WARS,"SYWC_HUMAN Tryptophan--tRNA ligase, cytoplasmic",43,68,C,UR,198.39863571401676,181.03892829180967,178.82291105440345,254.1007076618724,93.38933898732124,210.72814828583643,83.71361353656104,59.11109456757897,316.9457206202469,177.77904130617083,150.43088235294115,P23381
P35221,CTNNA1,CTNA1_HUMAN Catenin alpha-1,44,209,C,UR,65.12165007317662,281.7843310681634,179.45148909678088,216.25045351707905,255.01510854809058,166.19703697471235,311.0570320201319,272.2044139331258,30.770164789669952,156.4340610511587,154.37942583732058,P35221
Q96C19,EFHD2,EFHD2_HUMAN EF-hand domain-containing protein D2,45,30,C,UR,154.8008554503811,197.3518052833615,161.92490129162485,329.9896254519303,130.1094761638896,311.9015909223595,137.28157204595843,323.2939964778289,165.33049673059918,241.54530421669858,238.3743333333333,Q96C19
Q9BUP0,EFHD1,EFHD1_HUMAN EF-hand domain-containing protein D1,45,37,C,UR,119.47958835286988,156.6642483891669,155.85979965217126,386.5016187648904,117.44375589491663,310.84031048770964,27.248456869153845,24.33009564875945,95.56578311408,266.792390709072,62.76135135135135,Q9BUP0
Q9Y3B7,MRPL11,"RM11_HUMAN 39S ribosomal protein L11, mitochondrial",46,39,C,UR,140.59050754539908,189.8942012528237,142.5112346001854,246.73097298636787,371.25835775882985,162.00727039806543,300.6045621975884,218.916876829241,149.7729356300753,183.56883410937724,184.28948717948717,Q9Y3B7
Q5VSL9,STRIP1,STRP1_HUMAN Striatin-interacting protein 1,47,21,C,UR,165.71125052550133,169.14124197995224,133.83419724571448,113.77370923795766,127.1354128364476,198.482974971419,152.67495052118176,107.26462583846879,183.65100266657313,205.3389442366137,149.99190476190475,Q5VSL9
Q5RKV6,EXOSC6,EXOS6_HUMAN Exosome complex component MTR3,48,15,C,UR,48.503128339460226,93.17069833078524,93.49993210930981,154.12865467241934,196.529588347917,123.40053653274978,218.04153733047679,221.6925814826216,97.15149104725914,123.61727076076232,166.12800000000001,Q5RKV6
O14497,ARID1A,ARI1A_HUMAN AT-rich interactive domain-containing protein 1A,49,46,C,UR,111.8366466494872,160.16571345241653,81.14902060136306,183.15397470223934,109.00364837379271,130.4029199158195,196.59574692213596,319.49705672107075,164.6229559953504,120.00522969688471,176.32934782608694,O14497
Q8NFD5-3,ARID1B,ARI1B_HUMAN Isoform 3 of AT-rich interactive domain-containing protein 1B,49,30,C,UR,194.41297690592535,120.51792561874564,140.31388519986265,202.31230978462588,170.85261864061894,131.01018880417044,130.24756588630058,179.74912355298522,140.76765794613246,334.7448600675706,143.661,Q8NFD5
Q9BQS8,FYCO1,FYCO1_HUMAN FYVE and coiled-coil domain-containing protein 1,50,47,C,UR,299.44019185368694,88.60596365345678,128.12449100393184,71.59337334269246,121.69318096571264,185.26954252416158,140.6593329682237,78.46198699407286,370.04797457426946,141.2860808915142,107.61723404255319,Q9BQS8
P58107,EPPK1,EPIPL_HUMAN Epiplakin,51,320,C,UR,133.6551040903154,96.3983275534074,304.2035559866663,201.32676140578621,83.21795805871864,334.08507530299295,82.045867338772,78.22590478412631,68.84224020416055,212.2844427542305,204.411875,P58107
E9PPU0,EPPK1,E9PPU0_HUMAN Epiplakin,51,8,C,UR,139.74538483150258,67.96242762461657,451.9490814439974,39.50000783332378,113.79105201167448,380.4982477011619,22.37990218096261,44.29222653921072,90.901830947479,337.68216496385025,157.26125,E9PPU0
Q15149,PLEC,PLEC_HUMAN Plectin,51,1395,C,UR,175.1593944274693,79.80218826149643,146.34640294010575,39.4069910514343,98.38454157297298,149.08422573649156,571.2753671719165,133.18213070729286,107.50350241854493,115.4998562350178,152.4179211469534,Q15149
Q15149-3,PLEC,PLEC_HUMAN Isoform 3 of Plectin,51,12,C,UR,114.91123887320232,54.37560774229463,112.23931379273272,20.022014439984464,65.55138939981268,93.2454263400717,148.60445203932326,38.97561435535778,67.36616603886074,64.39359104425156,67.96033333333332,Q15149
Q15149-4,PLEC,PLEC_HUMAN Isoform 4 of Plectin,51,10,C,UR,115.01040695904894,33.92004340468914,105.25279416235036,38.930595544474116,81.98839706538195,111.48385512336618,293.7168567472353,169.08656484734226,77.37645779594271,53.290274299025164,123.13900000000001,Q15149
Q15149-8,PLEC,PLEC_HUMAN Isoform 8 of Plectin,51,4,C,UR,184.41130501240067,144.58984668384403,125.1703155270025,10.498714770291567,29.65369201490705,85.49002923333803,204.4624467865001,17.37344659580168,68.93223255823878,152.45339397306836,41.35274999999999,Q15149
H0YDN1,PLEC,H0YDN1_HUMAN Plectin (Fragment),51,4,C,UR,50.01968042609603,41.022958929174735,56.02307105974742,17.6540447718191,18.452383069065775,48.00251201019233,75.42057746371977,47.4062686686918,74.37864880123568,68.07105927537908,65.17275,H0YDN1
Q9UPN3-2,MACF1,"MACF1_HUMAN Isoform 2 of Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5",51,3,C,UR,99.25163276497139,70.28679721428219,52.380133461935486,62.96530524417478,91.50640307452952,70.25040032132911,134.33819969032305,100.02510294723393,63.63586726089533,108.401161137881,104.28500000000001,Q9UPN3
Q03001,DST,DYST_HUMAN Dystonin,51,78,C,UR,271.4896805747041,144.77189940764453,68.19315253209516,102.31064439806478,182.07149113716497,90.84779217850445,137.16739206159428,178.90306645592176,142.40175069632483,68.01240923806442,273.12820512820514,Q03001
P46783,RPS10,RS10_HUMAN 40S ribosomal protein S10,51,57,C,UR,130.1325469841273,108.52580669999742,189.6765065544067,274.72714794188164,160.15846349936794,166.97854400262443,169.5866126280088,148.9798615452661,115.88565083798296,200.54525192124146,192.7771929824561,P46783
Q12774,ARHGEF5,ARHG5_HUMAN Rho guanine nucleotide exchange factor 5,51,11,C,UR,115.92182788641168,195.93303595427767,107.42086988679053,126.95741718575266,62.73930393721636,137.47896016949582,115.43263856152456,98.7792186376016,77.72041467578016,131.74021341547362,92.72090909090909,Q12774
