Protein Id,Gene Symbol,Description,Group ID,Set4 Peptides,Set4~rq_126_sn_sum,Set4~rq_127n_sn_sum,Set4~rq_127c_sn_sum,Set4~rq_128n_sn_sum,Set4~rq_128c_sn_sum,Set4~rq_129n_sn_sum,Set4~rq_129c_sn_sum,Set4~rq_130n_sn_sum,Set4~rq_130c_sn_sum,Set4~rq_131_sn_sum
sp|Q9NQP4|PFD4_HUMAN,PFDN4,PFD4_HUMAN Prefoldin subunit 4,49,6,1077.69,776.748,1431.04,425.476,320.535,843.68,771.77,948.563,970.797,845.728
sp|O95551-2|TYDP2_HUMAN,TDP2,TYDP2_HUMAN Isoform 2 of Tyrosyl-DNA phosphodiesterase 2,50,8,1732.14,1667.93,830.277,655.559,554.906,6283.74,975.651,1721.54,1131.42,1847.56
sp|O15357|SHIP2_HUMAN,INPPL1,"SHIP2_HUMAN Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",51,25,678.467,1892.51,3367.18,2789.7,1577.41,4396.47,2613.3,5617.15,6527.34,5789.12
sp|Q6UW63|KDEL1_HUMAN,KDELC1,KDEL1_HUMAN KDEL motif-containing protein 1,51,21,1837.02,3974.63,1401.71,4945.99,4564.99,7662.99,1800.24,4499.45,2895.16,2263.79
sp|Q9H9Y2|RPF1_HUMAN,RPF1,RPF1_HUMAN Ribosome production factor 1,52,18,1622.19,2748.2,1994.23,3918.53,6962.39,3814.25,5207.65,3831.93,1637.43,3031.42
sp|Q96P70|IPO9_HUMAN,IPO9,IPO9_HUMAN Importin-9,53,52,15438.5,8516.32,7953.37,6771.97,6802.33,8575.13,8356.35,10372.6,12295.9,10358.6
sp|P30260-2|CDC27_HUMAN,CDC27,CDC27_HUMAN Isoform 2 of Cell division cycle protein 27 homolog,54,34,4721.54,6468.96,3565.3,6575.12,6570.6,5350.93,7355.78,7748.15,5812.3,6817.35
tr|G5EA36|G5EA36_HUMAN,CDC27,"G5EA36_HUMAN Cell division cycle 27, isoform CRA_c",54,1,109.464,157.846,64.7366,168.306,159.524,117.072,167.337,222.52,127.037,133.993
sp|Q9Y2X3|NOP58_HUMAN,NOP58,NOP58_HUMAN Nucleolar protein 58,55,62,9196.73,15307.8,8143.86,15762.3,20084.8,17511.6,17232.1,12609.4,8343.53,9537.91
sp|O15042|SR140_HUMAN,U2SURP,SR140_HUMAN U2 snRNP-associated SURP motif-containing protein,56,64,7607.41,14487.2,10230.2,8945.63,13058.2,9030.23,14750.5,11388.6,9492.88,11727.2
sp|Q9NP50|FA60A_HUMAN,FAM60A,FA60A_HUMAN Protein FAM60A,57,5,567.255,832.614,307.501,614.69,1636.65,613.036,2759.31,930.427,418.036,762.166
sp|A7E2V4-4|ZSWM8_HUMAN,ZSWIM8,ZSWM8_HUMAN Isoform 4 of Zinc finger SWIM domain-containing protein 8,58,8,1014.63,494.614,859.642,926.829,573.088,893.886,590.99,981.085,1065.41,943.213
sp|Q01780|EXOSX_HUMAN,EXOSC10,EXOSX_HUMAN Exosome component 10,59,68,10486.4,10536.8,7416.98,15108.4,22673.4,11944.2,16309.7,16688.4,10497.7,13214.6
sp|P02786|TFR1_HUMAN,TFRC,TFR1_HUMAN Transferrin receptor protein 1,60,134,15914.2,26976.6,25429.1,20086.5,11939.1,10617.0,19547.6,26843.3,55877.6,19265.3
sp|Q9UP52|TFR2_HUMAN,TFR2,TFR2_HUMAN Transferrin receptor protein 2,60,1,229.862,216.546,309.552,244.543,272.633,89.7857,318.311,228.924,737.236,202.216
sp|P07954|FUMH_HUMAN,FH,"FUMH_HUMAN Fumarate hydratase, mitochondrial",61,95,16481.6,16982.2,21185.5,19178.4,47703.8,9620.55,31824.5,13953.2,18679.5,19315.4
sp|Q7RTV3|ZN367_HUMAN,ZNF367,ZN367_HUMAN Zinc finger protein 367,62,1,320.535,272.428,612.188,312.949,252.596,252.693,534.47,207.339,164.867,228.652
sp|Q9Y490|TLN1_HUMAN,TLN1,TLN1_HUMAN Talin-1,63,220,34422.8,38599.9,23164.6,51097.9,28236.7,37794.0,16363.9,67137.3,27743.9,50458.8
sp|Q9Y4G6|TLN2_HUMAN,TLN2,TLN2_HUMAN Talin-2,63,94,22760.0,34656.3,11300.3,18956.4,8535.58,25248.0,5749.46,16664.8,11590.5,20657.9
sp|P18621-3|RL17_HUMAN,RPL17,RL17_HUMAN Isoform 3 of 60S ribosomal protein L17,63,67,19203.6,19541.5,17587.7,18991.3,19351.7,25590.0,20083.3,32889.1,21841.4,16102.5
sp|O94826|TOM70_HUMAN,TOMM70A,TOM70_HUMAN Mitochondrial import receptor subunit TOM70,64,87,20583.3,15117.6,17253.1,17910.0,20356.3,15979.2,22022.9,14269.2,16753.5,19831.5
sp|P13497|BMP1_HUMAN,BMP1,BMP1_HUMAN Bone morphogenetic protein 1,65,7,249.87,2041.61,414.153,3776.15,1887.99,684.814,1033.68,1595.81,442.656,1449.39
sp|O95359-3|TACC2_HUMAN,TACC2,TACC2_HUMAN Isoform 3 of Transforming acidic coiled-coil-containing protein 2,66,40,4211.05,3626.08,3485.13,4016.24,3919.27,5459.56,2240.45,3507.83,5376.33,10058.2
sp|O75410-2|TACC1_HUMAN,TACC1,TACC1_HUMAN Isoform 2 of Transforming acidic coiled-coil-containing protein 1,66,29,3567.61,4047.98,7993.45,6256.64,6429.21,1447.68,5493.63,4741.13,5479.79,5534.78
sp|Q9P0V3|SH3B4_HUMAN,SH3BP4,SH3B4_HUMAN SH3 domain-binding protein 4,67,41,8893.0,9109.83,4161.69,6515.4,10416.2,5096.65,8218.37,8230.26,3089.65,10407.2
sp|Q16555|DPYL2_HUMAN,DPYSL2,DPYL2_HUMAN Dihydropyrimidinase-related protein 2,68,55,3207.62,2508.7,2855.53,17148.4,4313.99,14843.6,7642.3,16825.1,2381.37,12901.7
sp|Q14195-2|DPYL3_HUMAN,DPYSL3,DPYL3_HUMAN Isoform LCRMP-4 of Dihydropyrimidinase-related protein 3,68,27,430.855,415.367,569.445,22637.8,1748.84,1646.1,959.102,1533.36,704.582,14131.6
sp|Q14194-2|DPYL1_HUMAN,CRMP1,DPYL1_HUMAN Isoform LCRMP-1 of Dihydropyrimidinase-related protein 1,68,9,587.237,566.414,528.209,4353.68,861.386,2664.81,1414.37,3160.99,489.611,2758.06
sp|Q9Y6X3|SCC4_HUMAN,MAU2,SCC4_HUMAN MAU2 chromatid cohesion factor homolog,69,9,1796.11,1804.98,977.219,1597.78,2113.96,712.063,952.191,1833.62,1382.45,1605.58
sp|Q16270|IBP7_HUMAN,IGFBP7,IBP7_HUMAN Insulin-like growth factor-binding protein 7,70,11,227.784,2739.09,343.121,9242.18,1999.54,202.869,192.566,972.637,327.836,8597.91
sp|Q96P11-2|NSUN5_HUMAN,NSUN5,NSUN5_HUMAN Isoform 2 of Putative methyltransferase NSUN5,71,36,7229.74,5756.61,5076.34,3487.88,4694.36,4910.32,8462.94,7479.17,6365.75,5003.2
tr|F5H1R7|F5H1R7_HUMAN,FLJ22184,F5H1R7_HUMAN Protein FLJ22184,72,4,617.256,643.115,197.402,27.0629,49.0889,64.3178,69.204,47.5067,849.041,176.119
sp|O95238|SPDEF_HUMAN,SPDEF,SPDEF_HUMAN SAM pointed domain-containing Ets transcription factor,73,3,1008.65,77.6512,508.766,69.3625,60.1752,63.2652,65.2942,62.1403,606.257,307.489
sp|Q8N4T8|CBR4_HUMAN,CBR4,CBR4_HUMAN Carbonyl reductase family member 4,74,9,3608.46,1395.55,562.028,1512.43,2130.85,732.57,4010.04,1490.77,1956.15,1388.36
sp|P23381|SYWC_HUMAN,WARS,"SYWC_HUMAN Tryptophan--tRNA ligase, cytoplasmic",75,50,6966.18,9307.23,7801.98,6970.9,2543.56,28066.8,5604.46,8391.87,12980.1,7690.34
sp|P35221-2|CTNA1_HUMAN,CTNNA1,CTNA1_HUMAN Isoform 2 of Catenin alpha-1,76,87,10774.5,30466.8,32143.4,10425.4,24482.4,4222.92,28737.0,10105.8,26852.3,15628.6
sp|P26232|CTNA2_HUMAN,CTNNA2,CTNA2_HUMAN Catenin alpha-2,76,23,2616.97,7351.75,7344.27,2957.59,5345.11,1752.82,6210.79,2419.74,5795.14,4193.69
sp|Q96C19|EFHD2_HUMAN,EFHD2,EFHD2_HUMAN EF-hand domain-containing protein D2,77,32,5638.09,5957.27,9060.27,3122.79,10767.3,5184.41,8206.66,8349.06,3933.25,5872.9
sp|Q9BUP0|EFHD1_HUMAN,EFHD1,EFHD1_HUMAN EF-hand domain-containing protein D1,77,19,16645.4,1134.71,19359.6,689.657,943.455,799.122,934.355,762.962,10980.9,1852.69
sp|Q9GZT9|EGLN1_HUMAN,EGLN1,EGLN1_HUMAN Egl nine homolog 1,78,19,2703.61,1923.65,5959.3,2766.47,3335.41,5074.94,5774.19,6652.62,5975.03,3999.01
sp|Q9Y3B7|RM11_HUMAN,MRPL11,"RM11_HUMAN 39S ribosomal protein L11, mitochondrial",79,27,5976.81,5806.48,6221.61,7711.31,9250.12,4703.59,8090.78,6612.04,4159.71,4607.03
sp|Q8WVQ1|CANT1_HUMAN,CANT1,CANT1_HUMAN Soluble calcium-activated nucleotidase 1,80,23,10928.9,7542.1,11427.5,3600.7,3389.18,2960.5,3005.69,2805.78,12102.5,5721.0
sp|Q96T51|RUFY1_HUMAN,RUFY1,RUFY1_HUMAN RUN and FYVE domain-containing protein 1,81,35,13189.1,8720.37,5972.42,4805.73,4935.6,8687.46,6345.01,6297.43,6705.51,6504.26
sp|Q8WXA3|RUFY2_HUMAN,RUFY2,RUFY2_HUMAN RUN and FYVE domain-containing protein 2,81,21,4644.22,4954.83,7911.25,3550.16,2479.04,4425.59,4247.25,3171.92,6465.93,3912.75
sp|P54578|UBP14_HUMAN,USP14,UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14,81,60,13494.1,13073.3,8416.28,6224.94,4905.46,25519.4,6276.51,11453.5,9967.56,9922.87
sp|Q7L099-3|RUFY3_HUMAN,RUFY3,RUFY3_HUMAN Isoform 3 of Protein RUFY3,81,10,2560.21,635.843,773.828,441.729,362.496,1407.23,703.579,729.102,1140.16,673.591
sp|Q5VSL9|STRP1_HUMAN,STRIP1,STRP1_HUMAN Striatin-interacting protein 1,82,22,6443.48,2712.93,3081.34,2662.34,2614.63,3454.51,2482.41,3091.25,3620.19,3211.5
sp|Q9ULQ0|STRP2_HUMAN,STRIP2,STRP2_HUMAN Striatin-interacting protein 2,82,1,76.9453,162.418,116.082,386.05,145.518,56.3169,105.357,242.081,45.0055,157.115
sp|Q9H147|TDIF1_HUMAN,DNTTIP1,TDIF1_HUMAN Deoxynucleotidyltransferase terminal-interacting protein 1,83,14,2431.89,3394.04,3950.13,3017.99,2885.21,1455.08,3618.44,2698.53,2370.81,4078.97
sp|P17544-6|ATF7_HUMAN,ATF7,ATF7_HUMAN Isoform 6 of Cyclic AMP-dependent transcription factor ATF-7,84,10,2071.13,2744.56,1521.53,2187.0,2593.53,1686.18,2383.07,1173.35,1842.39,1949.51
sp|P15336|ATF2_HUMAN,ATF2,ATF2_HUMAN Cyclic AMP-dependent transcription factor ATF-2,84,7,1053.81,1094.23,1038.84,1318.01,1303.65,1043.69,1475.66,1109.22,936.661,1142.91
sp|Q02930|CREB5_HUMAN,CREB5,CREB5_HUMAN Cyclic AMP-responsive element-binding protein 5,84,2,310.834,359.157,271.431,446.613,518.249,304.501,434.248,919.202,268.251,302.363
sp|O14497|ARI1A_HUMAN,ARID1A,ARI1A_HUMAN AT-rich interactive domain-containing protein 1A,85,84,13135.7,11086.4,18752.0,12986.9,15794.4,13165.4,21711.8,14326.0,1919.64,12865.0
sp|Q8NFD5-3|ARI1B_HUMAN,ARID1B,ARI1B_HUMAN Isoform 3 of AT-rich interactive domain-containing protein 1B,85,46,6898.87,7749.81,8286.58,8766.86,8604.79,11373.1,8109.45,8965.17,8681.85,6512.64
sp|Q8TAP8|PPR35_HUMAN,PPP1R35,PPR35_HUMAN Protein phosphatase 1 regulatory subunit 35,86,6,550.442,719.061,339.015,373.956,295.97,706.191,518.551,1024.72,658.835,574.518
sp|Q9BQS8|FYCO1_HUMAN,FYCO1,FYCO1_HUMAN FYVE and coiled-coil domain-containing protein 1,87,49,7074.37,5783.49,10717.0,10338.2,3862.65,8312.07,3821.27,9384.78,12734.9,10253.5
sp|Q8WUN7|UBTD2_HUMAN,UBTD2,UBTD2_HUMAN Ubiquitin domain-containing protein 2,88,9,2116.23,1076.82,2179.35,1388.1,1183.9,1024.47,992.538,771.509,1038.37,913.676
sp|Q9HAC8|UBTD1_HUMAN,UBTD1,UBTD1_HUMAN Ubiquitin domain-containing protein 1,88,3,52.5425,381.297,582.253,674.382,399.931,176.027,529.13,180.509,361.303,338.828
sp|P13807|GYS1_HUMAN,GYS1,"GYS1_HUMAN Glycogen [starch] synthase, muscle",89,32,7447.91,6505.47,8034.67,3592.38,3331.49,3832.98,3586.88,7877.72,6131.38,6519.66
sp|P51970|NDUA8_HUMAN,NDUFA8,NDUA8_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,90,6,1019.51,987.254,711.725,1647.13,1775.72,634.908,1637.5,958.493,871.385,984.072
sp|Q9GZU3|TM39B_HUMAN,TMEM39B,TM39B_HUMAN Transmembrane protein 39B,91,5,424.544,839.228,408.0,642.412,987.635,642.581,1124.34,711.578,436.836,630.753
sp|Q9BR61|ACBD6_HUMAN,ACBD6,ACBD6_HUMAN Acyl-CoA-binding domain-containing protein 6,92,9,4112.43,1567.05,2118.87,1567.94,1384.03,2646.95,1660.17,2029.47,3806.92,2056.49
sp|Q96NB2|SFXN2_HUMAN,SFXN2,SFXN2_HUMAN Sideroflexin-2,93,15,1110.35,1185.83,3868.67,1122.18,1249.91,207.944,803.31,1056.45,14059.2,2222.64
sp|Q9Y618-3|NCOR2_HUMAN,NCOR2,NCOR2_HUMAN Isoform 3 of Nuclear receptor corepressor 2,94,58,5416.56,11779.3,7075.98,10085.4,5709.07,4771.5,14468.7,17780.8,12158.2,10980.8
sp|O75376|NCOR1_HUMAN,NCOR1,NCOR1_HUMAN Nuclear receptor corepressor 1,94,48,8307.03,9329.72,6330.76,6847.71,5755.43,4747.43,7931.72,5109.54,6210.35,8003.55
tr|E7EVK1|E7EVK1_HUMAN,NCOR1,E7EVK1_HUMAN Nuclear receptor corepressor 1 (Fragment),94,2,201.384,236.312,186.755,175.994,130.472,150.758,221.16,139.246,169.432,174.726
sp|O75326|SEM7A_HUMAN,SEMA7A,SEM7A_HUMAN Semaphorin-7A,95,10,310.79,1356.09,478.706,1724.5,669.956,328.108,2174.53,348.179,473.827,1888.76
sp|Q9NVU7|SDA1_HUMAN,SDAD1,SDA1_HUMAN Protein SDA1 homolog,96,37,6497.79,6732.21,3760.23,8180.04,12483.1,13269.4,11562.5,7259.07,4708.09,7084.14
